docket,county,subdivision,court_room,hearing_type,day_of_week,day,month,time,am_pm,street,city,zip_code,division
219-10-19,addison,small claims,Superior Court Courtroom 2,Small Claims Merits Hearing,Friday,9,Apr,9:00,AM,7 Mahady Court , Middlebury,05753,civil
220-10-19,addison,small claims,Superior Court Courtroom 2,Small Claims Merits Hearing,Friday,9,Apr,9:45,AM,7 Mahady Court , Middlebury,05753,civil
241-11-19,addison,small claims,Superior Court Courtroom 2,Small Claims Trustee Process Hearing,Friday,9,Apr,11:15,AM,7 Mahady Court , Middlebury,05753,civil
74-4-20,addison,small claims,Superior Court Courtroom 2,Financial Disclosure Hearing,Friday,9,Apr,1:00,PM,7 Mahady Court , Middlebury,05753,civil
206-9-14,addison,small claims,Superior Court Courtroom 2,Small Claims Trustee Process Hearing,Friday,9,Apr,1:15,PM,7 Mahady Court , Middlebury,05753,civil
71-3-20,addison,small claims,Superior Court Courtroom 2,Small Claims Merits Hearing,Friday,9,Apr,2:15,PM,7 Mahady Court , Middlebury,05753,civil
150-6-19,addison,small claims,Superior Court Courtroom 2,Contempt Hearing,Friday,9,Apr,3:00,PM,7 Mahady Court , Middlebury,05753,civil
239-11-19,addison,small claims,Superior Court Courtroom 2,Financial Disclosure Hearing,Monday,19,Apr,10:00,AM,7 Mahady Court , Middlebury,05753,civil
92-6-20,addison,small claims,Superior Court Courtroom 2,Financial Disclosure Hearing,Monday,19,Apr,10:15,AM,7 Mahady Court , Middlebury,05753,civil
19-1-20,addison,small claims,Superior Court Courtroom 2,Small Claims Merits Hearing,Monday,19,Apr,11:00,AM,7 Mahady Court , Middlebury,05753,civil
82-5-20,addison,civil,Superior Court Courtroom 2,Status Conference,Friday,23,Apr,9:00,AM,7 Mahady Court , Middlebury,05753,civil
167-8-19,addison,civil,Superior Court Courtroom 2,Pre Trial Conference,Friday,23,Apr,9:15,AM,7 Mahady Court , Middlebury,05753,civil
232-11-19,addison,civil,Superior Court Courtroom 2,Status Conference,Friday,23,Apr,9:30,AM,7 Mahady Court , Middlebury,05753,civil
142-7-19,addison,civil,Superior Court Courtroom 2,Status Conference,Friday,23,Apr,9:45,AM,7 Mahady Court , Middlebury,05753,civil
74-5-18,addison,civil,Superior Court Courtroom 2,Status Conference,Friday,23,Apr,10:00,AM,7 Mahady Court , Middlebury,05753,civil
189-9-19,addison,civil,Superior Court Courtroom 2,Status Conference,Friday,23,Apr,10:15,AM,7 Mahady Court , Middlebury,05753,civil
104-8-20,addison,civil,Superior Court Courtroom 2,Merits Hearing,Friday,23,Apr,10:30,AM,7 Mahady Court , Middlebury,05753,civil
76-5-20,addison,civil,Superior Court Courtroom 2,Status Conference,Friday,23,Apr,10:45,AM,7 Mahady Court , Middlebury,05753,civil
27-2-20,addison,civil,Superior Court Courtroom 2,Status Conference,Friday,23,Apr,11:00,AM,7 Mahady Court , Middlebury,05753,civil
20-2-19,addison,civil,Superior Court Courtroom 2,Status Conference,Friday,23,Apr,11:15,AM,7 Mahady Court , Middlebury,05753,civil
119-7-18,addison,civil,Superior Court Courtroom 2,Status Conference,Friday,23,Apr,1:00,PM,7 Mahady Court , Middlebury,05753,civil
204-11-18,addison,civil,Superior Court Courtroom 2,Status Conference,Friday,23,Apr,1:00,PM,7 Mahady Court , Middlebury,05753,civil
442-11-16,addison,criminal,Superior Court Courtroom 1,Motion Hearing,Wednesday,3,Mar,9:30,AM,7 Mahady Court , Middlebury,05753,criminal
289-7-18,addison,criminal,Superior Court Courtroom 1,Motion Hearing,Wednesday,3,Mar,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
289-8-19,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,8,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
377-10-19,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,8,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
43-1-20,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,8,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
177-6-20,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,8,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
304-8-19,addison,criminal,Superior Court Courtroom 1,Status Conference/Change of Plea,Monday,8,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
349-9-19,addison,criminal,Superior Court Courtroom 1,Status Conference/Change of Plea,Monday,8,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
374-10-19,addison,criminal,Superior Court Courtroom 1,Status Conference/Change of Plea,Monday,8,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
61-2-20,addison,criminal,Superior Court Courtroom 1,Status Conference/Change of Plea,Monday,8,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
80-3-20,addison,criminal,Superior Court Courtroom 1,Status Conference/Change of Plea,Monday,8,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
311-8-18,addison,criminal,Superior Court Courtroom 1,VOP Status Conference,Monday,8,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
237-8-20,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,8,Mar,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
473-11-18,addison,criminal,Superior Court Courtroom 1,Confidential Hearing,Monday,8,Mar,11:00,AM,7 Mahady Court , Middlebury,05753,criminal
203-6-19,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,8,Mar,11:00,AM,7 Mahady Court , Middlebury,05753,criminal
35-1-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,8,Mar,11:00,AM,7 Mahady Court , Middlebury,05753,criminal
225-6-19,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,8,Mar,1:30,PM,7 Mahady Court , Middlebury,05753,criminal
42-1-20,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,8,Mar,1:30,PM,7 Mahady Court , Middlebury,05753,criminal
19-1-18,addison,criminal,Superior Court Courtroom 1,Status Conference/Change of Plea,Monday,8,Mar,1:30,PM,7 Mahady Court , Middlebury,05753,criminal
344-8-16,addison,criminal,Superior Court Courtroom 1,VOP Rule 5 Hearing,Monday,8,Mar,2:00,PM,7 Mahady Court , Middlebury,05753,criminal
450-11-18,addison,criminal,Superior Court Courtroom 1,VOP Rule 5 Hearing,Monday,8,Mar,2:00,PM,7 Mahady Court , Middlebury,05753,criminal
199-6-19,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,15,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
130-4-20,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,15,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
21-1-19,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,15,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
241-8-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,15,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
149-4-17,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,15,Mar,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
156-5-20,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,15,Mar,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
300-8-19,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,15,Mar,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
442-12-19,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,15,Mar,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
51-2-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,15,Mar,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
89-3-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,15,Mar,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
113-4-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,15,Mar,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
114-4-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,15,Mar,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
145-5-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,15,Mar,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
123-4-20,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,15,Mar,1:30,PM,7 Mahady Court , Middlebury,05753,criminal
226-8-20,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,15,Mar,1:30,PM,7 Mahady Court , Middlebury,05753,criminal
406-9-17,addison,criminal,Superior Court Courtroom 1,VOP Change Of Plea Hearing,Monday,15,Mar,1:30,PM,7 Mahady Court , Middlebury,05753,criminal
478-12-16,addison,criminal,Superior Court Courtroom 1,VOP Rule 5 Hearing,Monday,15,Mar,2:00,PM,7 Mahady Court , Middlebury,05753,criminal
33-6-18,addison,civil suspension,Superior Court Courtroom 1,Change of Plea Hearing,Monday,15,Mar,3:00,PM,7 Mahady Court , Middlebury,05753,criminal
268-7-18,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,15,Mar,3:00,PM,7 Mahady Court , Middlebury,05753,criminal
422-10-18,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,15,Mar,3:00,PM,7 Mahady Court , Middlebury,05753,criminal
352-9-19,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,22,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
57-2-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,22,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
205-7-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,22,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
126-4-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,22,Mar,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
223-8-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,22,Mar,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
246-8-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,22,Mar,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
34-1-19,addison,criminal,Superior Court Courtroom 1,VOP Status Conference,Monday,22,Mar,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
132-4-20,addison,criminal,Superior Court Courtroom 1,Competency Hearing,Monday,29,Mar,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
243-8-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,5,Apr,1:30,PM,7 Mahady Court , Middlebury,05753,criminal
191-7-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,12,Apr,3:00,PM,7 Mahady Court , Middlebury,05753,criminal
213-5-14,addison,criminal,Superior Court Courtroom 1,VOP Merits Hearing,Monday,12,Apr,3:00,PM,7 Mahady Court , Middlebury,05753,criminal
158-5-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,19,Apr,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
199-7-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,19,Apr,1:30,PM,7 Mahady Court , Middlebury,05753,criminal
242-8-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,19,Apr,1:30,PM,7 Mahady Court , Middlebury,05753,criminal
82-8-20,addison,domestic,Superior Court Courtroom 2,Uncontested Dissolution Hearing,Wednesday,3,Mar,11:00,AM,7 Mahady Court , Middlebury,05753,family
52-3-16,addison,domestic,Superior Court Courtroom 2,Status Conference,Wednesday,3,Mar,11:15,AM,7 Mahady Court , Middlebury,05753,family
12-1-20,addison,domestic,Superior Court Courtroom 2,Status Conference,Wednesday,3,Mar,11:15,AM,7 Mahady Court , Middlebury,05753,family
166-11-19,addison,domestic,Superior Court Courtroom 2,Parent-Child Contact Review Hearing,Wednesday,3,Mar,1:30,PM,7 Mahady Court , Middlebury,05753,family
154-8-12,addison,domestic,Superior Court Courtroom 2,Motion Hearing,Wednesday,3,Mar,2:30,PM,7 Mahady Court , Middlebury,05753,family
213-10-11,addison,domestic,Case Manager Conference Room,Case Management Conference,Thursday,4,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,family
194-12-19,addison,domestic,Superior Court Courtroom 1,Uncontested Dissolution Hearing,Thursday,4,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,family
24-7-20,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,9,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,family
11-3-20,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,9,Mar,1:30,PM,7 Mahady Court , Middlebury,05753,family
12-3-20,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,9,Mar,1:30,PM,7 Mahady Court , Middlebury,05753,family
40-4-18,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,9,Mar,2:00,PM,7 Mahady Court , Middlebury,05753,family
72-7-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,9,Mar,2:30,PM,7 Mahady Court , Middlebury,05753,family
22-3-18,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,9,Mar,3:00,PM,7 Mahady Court , Middlebury,05753,family
146-9-19,addison,domestic,Superior Court Courtroom 2,Pre Trial Conference,Wednesday,10,Mar,11:00,AM,7 Mahady Court , Middlebury,05753,family
148-9-04,addison,domestic,Superior Court Courtroom 2,Parental Rights & Responsibilities Modification He,Wednesday,10,Mar,1:30,PM,7 Mahady Court , Middlebury,05753,family
23-2-18,addison,domestic,Superior Court Courtroom 2,Motion Hearing,Wednesday,10,Mar,2:30,PM,7 Mahady Court , Middlebury,05753,family
13-3-20,addison,juvenile,Case Manager Conference Room,Juvenile Confidential Hearing,Thursday,11,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,family
111-6-12,addison,domestic,Superior Court Courtroom 2,Magistrate Enforcement Hearing,Thursday,11,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,family
176-8-11,addison,domestic,Superior Court Courtroom 2,Magistrate Enforcement Hearing,Thursday,11,Mar,11:00,AM,7 Mahady Court , Middlebury,05753,family
100-6-96,addison,domestic,Superior Court Courtroom 2,Magistrate Contempt Hearing,Thursday,11,Mar,1:30,PM,7 Mahady Court , Middlebury,05753,family
31-2-20,addison,domestic,Superior Court Courtroom 2,Magistrate Miscellaneous Hearing,Thursday,11,Mar,2:30,PM,7 Mahady Court , Middlebury,05753,family
32-2-20,addison,domestic,Superior Court Courtroom 1,Contested Dissolution Hearing,Thursday,11,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,family
68-6-20,addison,domestic,Superior Court Courtroom 1,Pre Trial Conference,Thursday,11,Mar,11:00,AM,7 Mahady Court , Middlebury,05753,family
124-8-19,addison,domestic,Superior Court Courtroom 1,Motion Hearing,Thursday,11,Mar,11:15,AM,7 Mahady Court , Middlebury,05753,family
111-6-12,addison,domestic,Superior Court Courtroom 1,Parent-Child Contact Modification,Thursday,11,Mar,1:30,PM,7 Mahady Court , Middlebury,05753,family
24-2-13,addison,domestic,Superior Court Courtroom 1,Motion Hearing,Thursday,11,Mar,2:30,PM,7 Mahady Court , Middlebury,05753,family
13-3-20,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,16,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,family
34-4-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,16,Mar,9:30,AM,7 Mahady Court , Middlebury,05753,family
35-4-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,16,Mar,9:30,AM,7 Mahady Court , Middlebury,05753,family
36-4-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,16,Mar,9:30,AM,7 Mahady Court , Middlebury,05753,family
76-9-17,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,16,Mar,10:00,AM,7 Mahady Court , Middlebury,05753,family
77-9-17,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,16,Mar,10:00,AM,7 Mahady Court , Middlebury,05753,family
78-9-17,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,16,Mar,10:00,AM,7 Mahady Court , Middlebury,05753,family
30-8-20,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,16,Mar,10:30,AM,7 Mahady Court , Middlebury,05753,family
87-10-14,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,16,Mar,11:30,AM,7 Mahady Court , Middlebury,05753,family
60-7-18,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,16,Mar,2:30,PM,7 Mahady Court , Middlebury,05753,family
15-1-05,addison,domestic,Superior Court Courtroom 2,Status Conference,Wednesday,17,Mar,11:00,AM,7 Mahady Court , Middlebury,05753,family
157-10-19,addison,domestic,Superior Court Courtroom 2,Status Conference,Wednesday,17,Mar,11:15,AM,7 Mahady Court , Middlebury,05753,family
45-3-17,addison,domestic,Superior Court Courtroom 2,Status Conference,Wednesday,17,Mar,11:30,AM,7 Mahady Court , Middlebury,05753,family
175-12-18,addison,domestic,Superior Court Courtroom 2,Parental Rights & Responsibilities Modification He,Wednesday,17,Mar,1:30,PM,7 Mahady Court , Middlebury,05753,family
40-3-16,addison,domestic,Case Manager Conference Room,Case Management Conference,Thursday,18,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,family
101-6-13,addison,domestic,Case Manager Conference Room,Case Management Conference,Thursday,18,Mar,3:00,PM,7 Mahady Court , Middlebury,05753,family
89-6-19,addison,domestic,Superior Court Courtroom 2,Magistrate Child Support Modification Hearing,Thursday,18,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,family
15-1-17,addison,domestic,Superior Court Courtroom 2,Magistrate Child Support Modification Hearing,Thursday,18,Mar,10:00,AM,7 Mahady Court , Middlebury,05753,family
94-6-19,addison,domestic,Superior Court Courtroom 1,Contested Dissolution Hearing,Thursday,18,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,family
111-6-14,addison,domestic,Superior Court Courtroom 1,Motion Hearing,Thursday,18,Mar,1:30,PM,7 Mahady Court , Middlebury,05753,family
163-10-19,addison,domestic,Superior Court Courtroom 1,Motion Hearing,Thursday,18,Mar,2:15,PM,7 Mahady Court , Middlebury,05753,family
15-3-20,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,23,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,family
102-10-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,23,Mar,10:00,AM,7 Mahady Court , Middlebury,05753,family
38-4-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,23,Mar,11:30,AM,7 Mahady Court , Middlebury,05753,family
39-4-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,23,Mar,11:30,AM,7 Mahady Court , Middlebury,05753,family
40-4-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,23,Mar,11:30,AM,7 Mahady Court , Middlebury,05753,family
46-4-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,23,Mar,1:30,PM,7 Mahady Court , Middlebury,05753,family
131-7-14,addison,domestic,Superior Court Courtroom 2,Motion Hearing,Wednesday,24,Mar,1:30,PM,7 Mahady Court , Middlebury,05753,family
131-7-14,addison,domestic,Case Manager Conference Room,Case Management Conference,Thursday,25,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,family
147-9-19,addison,domestic,Case Manager Conference Room,Case Management Conference,Thursday,25,Mar,2:00,PM,7 Mahady Court , Middlebury,05753,family
107-7-19,addison,domestic,Case Manager Conference Room,Case Management Conference,Thursday,25,Mar,3:00,PM,7 Mahady Court , Middlebury,05753,family
195-12-17,addison,domestic,Superior Court Courtroom 2,Magistrate Child Support Deviation Hearing,Thursday,25,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,family
117-7-17,addison,domestic,Superior Court Courtroom 2,Magistrate Child Support Modification Hearing,Thursday,25,Mar,1:30,PM,7 Mahady Court , Middlebury,05753,family
59-6-18,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,30,Mar,11:00,AM,7 Mahady Court , Middlebury,05753,family
189-9-05,addison,domestic,Superior Court Courtroom 2,Parental Rights & Responsibilities Modification He,Wednesday,31,Mar,1:00,PM,7 Mahady Court , Middlebury,05753,family
73-7-20,addison,domestic,Case Manager Conference Room,Case Management Conference,Thursday,1,Apr,10:00,AM,7 Mahady Court , Middlebury,05753,family
80-8-20,addison,domestic,Case Manager Conference Room,Pre Trial Conference,Thursday,1,Apr,1:00,PM,7 Mahady Court , Middlebury,05753,family
53-4-20,addison,domestic,Case Manager Conference Room,Case Management Conference,Thursday,1,Apr,2:00,PM,7 Mahady Court , Middlebury,05753,family
41-3-15,addison,domestic,Superior Court Courtroom 2,Magistrate Enforcement Hearing,Thursday,1,Apr,10:00,AM,7 Mahady Court , Middlebury,05753,family
173-12-18,addison,domestic,Superior Court Courtroom 2,Magistrate Child Support Modification Hearing,Thursday,1,Apr,11:00,AM,7 Mahady Court , Middlebury,05753,family
203-11-12,addison,domestic,Superior Court Courtroom 1,Parental Rights & Responsibilities Modification He,Thursday,1,Apr,9:15,AM,7 Mahady Court , Middlebury,05753,family
82-8-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,6,Apr,9:00,AM,7 Mahady Court , Middlebury,05753,family
83-8-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,6,Apr,9:00,AM,7 Mahady Court , Middlebury,05753,family
84-8-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,6,Apr,9:00,AM,7 Mahady Court , Middlebury,05753,family
50-4-20,addison,domestic,Superior Court Courtroom 2,Pre Trial Conference,Wednesday,7,Apr,11:00,AM,7 Mahady Court , Middlebury,05753,family
25-2-20,addison,domestic,Superior Court Courtroom 2,Contested Dissolution Hearing,Wednesday,7,Apr,1:30,PM,7 Mahady Court , Middlebury,05753,family
89-8-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,13,Apr,9:30,AM,7 Mahady Court , Middlebury,05753,family
88-8-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,13,Apr,9:30,AM,7 Mahady Court , Middlebury,05753,family
87-8-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,13,Apr,9:30,AM,7 Mahady Court , Middlebury,05753,family
70-8-17,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,13,Apr,10:30,AM,7 Mahady Court , Middlebury,05753,family
146-9-19,addison,domestic,Superior Court Courtroom 2,Contested Dissolution Hearing,Wednesday,14,Apr,9:00,AM,7 Mahady Court , Middlebury,05753,family
131-8-18,addison,domestic,Case Manager Conference Room,Case Management Conference,Thursday,15,Apr,9:00,AM,7 Mahady Court , Middlebury,05753,family
81-9-18,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Friday,16,Apr,9:00,AM,7 Mahady Court , Middlebury,05753,family
82-9-18,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Friday,16,Apr,9:00,AM,7 Mahady Court , Middlebury,05753,family
37-4-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,20,Apr,9:00,AM,7 Mahady Court , Middlebury,05753,family
112-10-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,20,Apr,9:30,AM,7 Mahady Court , Middlebury,05753,family
50-4-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,20,Apr,10:30,AM,7 Mahady Court , Middlebury,05753,family
59-6-18,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,20,Apr,11:00,AM,7 Mahady Court , Middlebury,05753,family
53-5-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,20,Apr,11:30,AM,7 Mahady Court , Middlebury,05753,family
28-2-20,addison,domestic,Superior Court Courtroom 2,Magistrate Child Support Establishment Hearing,Thursday,22,Apr,10:00,AM,7 Mahady Court , Middlebury,05753,family
70-6-20,addison,domestic,Superior Court Courtroom 1,Status Conference,Thursday,22,Apr,9:00,AM,7 Mahady Court , Middlebury,05753,family
84-5-14,addison,domestic,Superior Court Courtroom 1,Status Conference,Thursday,22,Apr,9:15,AM,7 Mahady Court , Middlebury,05753,family
56-5-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Wednesday,28,Apr,9:00,AM,7 Mahady Court , Middlebury,05753,family
145-10-18,addison,domestic,Case Manager Conference Room,Case Management Conference,Thursday,29,Apr,11:00,AM,7 Mahady Court , Middlebury,05753,family
47-4-20,addison,domestic,Superior Court Courtroom 1,Motion Hearing,Friday,30,Apr,9:00,AM,7 Mahady Court , Middlebury,05753,family
303-11-19,bennington,civil,Civil/Probate Courtroom 1,Status Conference,Thursday,4,Mar,2:30,PM,207 South Street , Bennington,05201,civil
140-5-19,bennington,civil,Civil/Probate Courtroom 1,Bench Trial,Monday,8,Mar,9:00,AM,207 South Street , Bennington,05201,civil
140-5-19,bennington,civil,Civil/Probate Courtroom 1,Bench Trial,Tuesday,9,Mar,9:00,AM,207 South Street , Bennington,05201,civil
162-8-20,bennington,small claims,Civil/Probate Courtroom 1,Financial Disclosure Hearing,Thursday,11,Mar,9:00,AM,207 South Street , Bennington,05201,civil
269-9-18,bennington,civil,Civil/Probate Courtroom 1,Status Conference,Thursday,11,Mar,9:30,AM,207 South Street , Bennington,05201,civil
53-2-20,bennington,small claims,Civil/Probate Courtroom 1,Small Claims Merits Hearing,Thursday,11,Mar,10:00,AM,207 South Street , Bennington,05201,civil
62-3-20,bennington,civil,Civil/Probate Courtroom 1,Bench Trial,Monday,15,Mar,1:00,PM,207 South Street , Bennington,05201,civil
133-8-20,bennington,civil,Civil/Probate Courtroom 1,Motion Hearing,Thursday,18,Mar,9:00,AM,207 South Street , Bennington,05201,civil
127-7-20,bennington,civil,Civil/Probate Courtroom 1,Status Conference,Monday,22,Mar,1:00,PM,207 South Street , Bennington,05201,civil
77-2-14,bennington,small claims,Civil/Probate Courtroom 1,Small Claims Trustee Process Hearing,Thursday,25,Mar,11:30,AM,207 South Street , Bennington,05201,civil
20-3-20,bennington,TODO,Family/Criminal Courtroom 4,Confidential Hearing,Thursday,25,Mar,2:00,PM,207 South Street , Bennington,05201,civil
41-2-19,bennington,civil,Civil/Probate Courtroom 1,Bench Trial,Thursday,1,Apr,9:00,AM,207 South Street , Bennington,05201,civil
1279-10-19,bennington,criminal,Family/Criminal Courtroom 3,Change of Plea Hearing,Wednesday,3,Mar,9:00,AM,200 Veterans Memorial Drive , Bennington,05201,criminal
677-8-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Wednesday,3,Mar,10:00,AM,200 Veterans Memorial Drive , Bennington,05201,criminal
774-8-17,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Wednesday,3,Mar,10:00,AM,200 Veterans Memorial Drive , Bennington,05201,criminal
1041-11-17,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Wednesday,3,Mar,10:00,AM,200 Veterans Memorial Drive , Bennington,05201,criminal
