,docket,county,division,link
1375,3334-10-18,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3334-10-18.json
1376,971-3-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/971-3-19.json
1377,828-3-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/828-3-19.json
1378,1027-3-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1027-3-19.json
1379,784-3-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/784-3-19.json
1380,1079-3-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1079-3-19.json
1381,1162-4-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1162-4-19.json
1382,1553-5-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1553-5-19.json
1383,1712-5-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1712-5-19.json
1384,2617-7-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/2617-7-19.json
1385,3391-9-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3391-9-19.json
1386,3962-11-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3962-11-19.json
1387,3945-11-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3945-11-19.json
1388,4302-12-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/4302-12-19.json
1389,450-1-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/450-1-20.json
1390,1040-3-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1040-3-20.json
1391,1094-3-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1094-3-20.json
1392,1883-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1883-8-20.json
1393,732-2-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/732-2-19.json
1394,469-2-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/469-2-20.json
1395,1781-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1781-8-20.json
1396,64-1-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/64-1-20.json
1397,1400-6-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1400-6-20.json
1398,851-3-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/851-3-20.json
1399,1036-3-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1036-3-20.json
1400,1299-5-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1299-5-20.json
1401,1696-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1696-7-20.json
1402,2882-8-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/2882-8-19.json
1403,702-2-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/702-2-20.json
1404,1161-4-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1161-4-20.json
1405,1295-5-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1295-5-20.json
1406,3361-9-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3361-9-19.json
1407,3946-11-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3946-11-19.json
1408,785-3-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/785-3-20.json
1409,1289-5-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1289-5-20.json
1410,1565-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1565-7-20.json
1411,3525-10-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3525-10-19.json
1412,977-3-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/977-3-20.json
1413,2174-7-18,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/2174-7-18.json
1414,3367-10-18,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3367-10-18.json
1415,38-1-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/38-1-19.json
1416,1764-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1764-8-20.json
1417,1788-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1788-8-20.json
1418,346-1-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/346-1-20.json
1419,1101-4-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1101-4-20.json
1420,1377-6-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1377-6-20.json
1421,1468-6-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1468-6-20.json
1422,1555-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1555-7-20.json
1423,1654-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1654-7-20.json
1424,50-2-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/50-2-20.json
1425,593-2-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/593-2-20.json
1426,61-2-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/61-2-20.json
1427,752-2-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/752-2-20.json
1428,37-1-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/37-1-20.json
1429,520-2-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/520-2-20.json
1430,60-2-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/60-2-20.json
1431,758-2-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/758-2-20.json
1432,1380-6-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1380-6-20.json
1433,79-3-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/79-3-20.json
1434,997-3-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/997-3-20.json
1435,49-2-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/49-2-20.json
1436,560-2-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/560-2-20.json
1437,234-8-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/234-8-19.json
1438,2695-8-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/2695-8-19.json
1439,82-3-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/82-3-20.json
1440,89-3-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/89-3-20.json
1441,1256-5-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1256-5-20.json
1442,768-2-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/768-2-20.json
1443,1091-4-18,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1091-4-18.json
1444,2478-8-18,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/2478-8-18.json
1445,1772-5-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1772-5-19.json
1446,3873-11-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3873-11-19.json
1447,1399-6-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1399-6-20.json
1448,1402-6-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1402-6-20.json
1449,1406-6-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1406-6-20.json
1450,1438-6-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1438-6-20.json
1451,1208-5-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1208-5-20.json
1452,1769-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1769-8-20.json
1453,1959-6-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1959-6-19.json
1454,1741-5-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1741-5-19.json
1455,1052-3-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1052-3-19.json
1456,3784-10-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3784-10-19.json
1457,659-2-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/659-2-20.json
1458,697-2-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/697-2-20.json
1459,1164-4-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1164-4-20.json
1460,1196-4-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1196-4-20.json
1461,12-1-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/12-1-19.json
1462,279-9-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/279-9-19.json
1463,3252-9-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3252-9-19.json
1464,1278-5-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1278-5-20.json
1465,1846-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1846-8-20.json
1466,203-1-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/203-1-20.json
1467,1456-6-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1456-6-20.json
1468,1828-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1828-8-20.json
1469,4088-9-07,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/4088-9-07.json
1470,3761-10-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3761-10-19.json
1471,170-1-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/170-1-20.json
1472,171-1-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/171-1-20.json
1473,713-2-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/713-2-20.json
1474,1796-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1796-8-20.json
1475,4000-11-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/4000-11-19.json
1476,767-2-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/767-2-20.json
1477,477-2-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/477-2-19.json
1478,933-3-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/933-3-20.json
1479,1534-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1534-7-20.json
1480,171-1-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/171-1-19.json
1481,265-1-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/265-1-19.json
1482,264-1-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/264-1-19.json
1483,538-2-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/538-2-19.json
1484,1003-3-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1003-3-19.json
1485,1140-3-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1140-3-19.json
1486,1290-4-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1290-4-19.json
1487,1882-5-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1882-5-19.json
1488,2431-7-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/2431-7-19.json
1489,2931-8-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/2931-8-19.json
1490,3029-8-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3029-8-19.json
1491,3032-8-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3032-8-19.json
1492,3338-9-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3338-9-19.json
1493,3394-9-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3394-9-19.json
1494,3421-9-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3421-9-19.json
1495,3439-9-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3439-9-19.json
1496,3438-9-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3438-9-19.json
1497,653-2-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/653-2-19.json
1498,57-1-18,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/57-1-18.json
1499,1036-4-18,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1036-4-18.json
1500,1913-6-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1913-6-19.json
1501,1997-6-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1997-6-19.json
1502,2312-7-18,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/2312-7-18.json
1503,3061-9-18,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3061-9-18.json
1504,734-2-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/734-2-19.json
1505,1213-4-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1213-4-19.json
1506,1329-4-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1329-4-19.json
1507,2930-8-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/2930-8-19.json
1508,3623-10-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3623-10-19.json
1509,3877-11-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3877-11-19.json
1510,3996-11-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3996-11-19.json
1511,4010-11-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/4010-11-19.json
1512,4045-11-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/4045-11-19.json
1513,4214-12-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/4214-12-19.json
1514,741-2-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/741-2-20.json
1515,832-3-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/832-3-20.json
1516,1747-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1747-7-20.json
1517,1666-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1666-7-20.json
1518,1839-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1839-8-20.json
1519,1840-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1840-8-20.json
1520,1911-6-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1911-6-19.json
1521,2074-6-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/2074-6-19.json
1522,2073-6-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/2073-6-19.json
1523,2409-7-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/2409-7-19.json
1524,2375-7-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/2375-7-19.json
1525,2513-7-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/2513-7-19.json
1526,2972-8-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/2972-8-19.json
1527,3238-9-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3238-9-19.json
1528,4208-12-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/4208-12-19.json
1529,4097-12-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/4097-12-19.json
1530,773-2-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/773-2-20.json
1531,1186-4-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1186-4-20.json
1532,1187-4-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1187-4-20.json
1533,1233-5-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1233-5-20.json
1534,1232-5-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1232-5-20.json
1535,1244-5-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1244-5-20.json
1536,1248-5-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1248-5-20.json
1537,701-2-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/701-2-19.json
1538,1340-4-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1340-4-19.json
1539,703-2-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/703-2-20.json
1540,730-2-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/730-2-20.json
1541,3106-9-18,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3106-9-18.json
1542,3279-10-18,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3279-10-18.json
1543,1669-5-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1669-5-19.json
1544,2099-6-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/2099-6-19.json
1545,2550-7-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/2550-7-19.json
1546,3017-8-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3017-8-19.json
1547,947-3-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/947-3-20.json
1548,3764-10-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3764-10-19.json
1549,340-10-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/340-10-19.json
1550,3283-9-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3283-9-19.json
1551,103-1-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/103-1-20.json
1552,307-1-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/307-1-20.json
1553,503-2-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/503-2-20.json
1554,1011-3-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1011-3-20.json
1555,1106-4-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1106-4-20.json
1556,1178-4-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1178-4-20.json
1557,1286-5-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1286-5-20.json
1558,1430-6-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1430-6-20.json
1559,1436-6-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1436-6-20.json
1560,1433-6-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1433-6-20.json
1561,1491-6-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1491-6-20.json
1562,1410-6-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1410-6-20.json
1563,1411-6-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1411-6-20.json
1564,1476-6-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1476-6-20.json
1565,1414-6-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1414-6-20.json
1566,1441-6-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1441-6-20.json
1567,1446-6-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1446-6-20.json
