,docket,county,division,link
2290,1880-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1880-8-20.json
2291,124-6-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/124-6-20.json
2292,125-6-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/125-6-20.json
2293,1328-5-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1328-5-20.json
2294,126-6-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/126-6-20.json
2295,1716-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1716-7-20.json
2296,127-6-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/127-6-20.json
2297,1531-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1531-7-20.json
2298,128-6-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/128-6-20.json
2299,1665-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1665-7-20.json
2300,129-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/129-7-20.json
2301,1875-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1875-8-20.json
2302,130-6-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/130-6-20.json
2303,1459-6-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1459-6-20.json
2304,1562-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1562-7-20.json
2305,1957-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1957-8-20.json
2306,1122-4-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1122-4-20.json
2307,1125-4-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1125-4-20.json
2308,1147-4-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1147-4-20.json
2309,1152-4-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1152-4-20.json
2310,1153-4-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1153-4-20.json
2311,1157-4-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1157-4-20.json
2312,1471-6-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1471-6-20.json
2313,1924-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1924-8-20.json
2314,2001-6-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/2001-6-19.json
2315,1219-5-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1219-5-20.json
2316,237-1-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/237-1-20.json
2317,680-2-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/680-2-19.json
2318,3261-9-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3261-9-19.json
2319,3261-9-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3261-9-19.json
2320,131-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/131-7-20.json
2321,1528-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1528-7-20.json
2322,132-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/132-7-20.json
2323,1830-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1830-8-20.json
2324,133-6-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/133-6-20.json
2325,1667-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1667-7-20.json
2326,135-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/135-7-20.json
2327,137-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/137-7-20.json
2328,1807-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1807-8-20.json
2329,138-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/138-7-20.json
2330,1544-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1544-7-20.json
2331,136-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/136-7-20.json
2332,1575-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1575-7-20.json
2333,139-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/139-7-20.json
2334,1578-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1578-7-20.json
2335,140-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/140-7-20.json
2336,1877-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1877-8-20.json
2337,141-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/141-7-20.json
2338,1785-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1785-8-20.json
2339,143-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/143-7-20.json
2340,1920-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1920-8-20.json
2341,3261-9-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3261-9-19.json
2342,817-3-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/817-3-20.json
2343,1170-4-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1170-4-20.json
2344,3522-10-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3522-10-19.json
2345,1213-5-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1213-5-20.json
2346,3261-9-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3261-9-19.json
2347,1795-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1795-8-20.json
2348,1168-4-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1168-4-20.json
2349,257-1-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/257-1-20.json
2350,1204-5-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1204-5-20.json
2351,1674-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1674-7-20.json
2352,1823-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1823-8-20.json
2353,144-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/144-7-20.json
2354,146-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/146-7-20.json
2355,1746-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1746-7-20.json
2356,147-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/147-7-20.json
2357,149-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/149-7-20.json
2358,151-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/151-7-20.json
2359,1799-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1799-8-20.json
2360,152-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/152-7-20.json
2361,1805-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1805-8-20.json
2362,145-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/145-7-20.json
2363,1767-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1767-8-20.json
2364,153-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/153-8-20.json
2365,1577-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1577-7-20.json
2366,154-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/154-8-20.json
2367,155-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/155-8-20.json
2368,1800-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1800-8-20.json
2369,156-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/156-8-20.json
2370,1790-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1790-8-20.json
2371,919-3-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/919-3-20.json
2372,1394-6-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1394-6-20.json
2373,1149-4-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1149-4-20.json
2374,1859-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1859-8-20.json
2375,586-2-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/586-2-20.json
2376,1593-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1593-7-20.json
2377,1697-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1697-7-20.json
2378,4183-12-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/4183-12-19.json
2379,1976-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1976-8-20.json
2380,927-3-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/927-3-20.json
2381,1499-6-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1499-6-20.json
2382,1537-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1537-7-20.json
2383,60-1-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/60-1-20.json
2384,157-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/157-8-20.json
2385,158-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/158-8-20.json
2386,160-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/160-8-20.json
2387,1913-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1913-8-20.json
2388,161-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/161-7-20.json
2389,162-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/162-8-20.json
2390,164-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/164-8-20.json
2391,165-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/165-8-20.json
2392,167-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/167-8-20.json
2393,168-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/168-8-20.json
2394,169-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/169-8-20.json
2395,1203-4-09,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1203-4-09.json
2396,2556-8-18,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/2556-8-18.json
2397,2974-9-18,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/2974-9-18.json
2398,3447-10-18,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3447-10-18.json
2399,3448-10-18,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3448-10-18.json
2400,3449-10-18,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3449-10-18.json
2401,3805-11-18,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3805-11-18.json
2402,4094-12-18,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/4094-12-18.json
2403,249-1-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/249-1-19.json
2404,235-1-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/235-1-19.json
2405,381-1-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/381-1-19.json
2406,441-2-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/441-2-19.json
2407,513-2-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/513-2-19.json
2408,627-2-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/627-2-19.json
2409,698-2-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/698-2-19.json
2410,613-2-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/613-2-19.json
2411,612-2-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/612-2-19.json
2412,690-2-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/690-2-19.json
2413,1022-3-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1022-3-19.json
2414,1006-3-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1006-3-19.json
2415,1122-3-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1122-3-19.json
2416,1262-4-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1262-4-19.json
2417,1204-4-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1204-4-19.json
2418,1943-6-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1943-6-19.json
2419,2344-6-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/2344-6-19.json
2420,2342-7-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/2342-7-19.json
2421,2366-7-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/2366-7-19.json
2422,2797-8-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/2797-8-19.json
2423,2796-8-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/2796-8-19.json
2424,3320-9-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3320-9-19.json
2425,3317-9-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3317-9-19.json
2426,3526-10-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3526-10-19.json
2427,4371-12-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/4371-12-19.json
2428,686-2-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/686-2-20.json
2429,889-3-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/889-3-20.json
2430,884-3-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/884-3-20.json
2431,941-3-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/941-3-20.json
2432,1000-3-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1000-3-20.json
2433,987-3-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/987-3-20.json
2434,986-3-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/986-3-20.json
2435,1240-5-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1240-5-20.json
2436,1239-5-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1239-5-20.json
2437,1238-5-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1238-5-20.json
2438,1290-5-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1290-5-20.json
2439,1282-5-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1282-5-20.json
2440,1334-5-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1334-5-20.json
2441,1618-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1618-7-20.json
2442,989-3-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/989-3-20.json
2443,1533-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1533-7-20.json
2444,146-1-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/146-1-20.json
2445,68-2-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/68-2-20.json
2446,848-3-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/848-3-20.json
2447,171-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/171-8-20.json
2448,1491-5-18,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1491-5-18.json
2449,3622-10-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3622-10-19.json
2450,3838-11-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3838-11-19.json
2451,1015-3-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1015-3-20.json
2452,1766-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1766-8-20.json
2453,1772-5-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1772-5-19.json
2454,3873-11-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3873-11-19.json
2455,1525-6-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1525-6-20.json
2456,3012-8-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3012-8-19.json
2457,1365-6-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1365-6-20.json
2458,4222-12-17,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/4222-12-17.json
2459,1005-3-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1005-3-19.json
2460,3211-9-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3211-9-19.json
2461,12-1-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/12-1-19.json
2462,1052-3-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1052-3-19.json
2463,697-2-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/697-2-20.json
2464,1482-4-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1482-4-19.json
2465,3616-10-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3616-10-19.json
2466,2788-8-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/2788-8-19.json
2467,1485-6-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1485-6-20.json
2468,1615-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1615-7-20.json
2469,3652-10-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/3652-10-19.json
2470,1587-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1587-7-20.json
2471,1004-3-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1004-3-20.json
2472,4031-11-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/4031-11-19.json
2473,4288-12-19,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/4288-12-19.json
2474,189-1-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/189-1-20.json
2475,190-1-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/190-1-20.json
2476,706-2-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/706-2-20.json
2477,1002-3-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1002-3-20.json
2478,1743-7-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1743-7-20.json
2479,1812-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1812-8-20.json
2480,12-1-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/12-1-20.json
2481,1490-6-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1490-6-20.json
2482,1914-8-20,chittenden,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/chittenden_criminal/1914-8-20.json
