docket,county,subdivision,court_room,hearing_type,day_of_week,day,month,time,am_pm,street,city,zip_code,division
2830-8-19,chittenden,criminal,Family/Criminal Courtroom 2B,Status Conference,Wednesday,16,Jun,8:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
67-2-20,chittenden,civil suspension,Family/Criminal Courtroom 2A,Civil Suspension Final Hearing,Wednesday,16,Jun,8:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
807-3-20,chittenden,criminal,Family/Criminal Courtroom 2A,Status Conference,Wednesday,16,Jun,8:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
36-1-20,chittenden,civil suspension,Family/Criminal Courtroom 2A,Civil Suspension Final Hearing,Wednesday,16,Jun,11:00,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
423-2-20,chittenden,criminal,Family/Criminal Courtroom 2A,Status Conference,Wednesday,16,Jun,11:00,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
169-8-20,chittenden,civil suspension,Family/Criminal Courtroom 2A,Status Conference,Wednesday,16,Jun,1:00,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
171-8-20,chittenden,civil suspension,Family/Criminal Courtroom 2A,Civil Suspension Final Hearing,Wednesday,16,Jun,1:30,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
4211-12-19,chittenden,criminal,Family/Criminal Courtroom 3A,Pre Trial Conference,Wednesday,16,Jun,8:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
841-3-20,chittenden,criminal,Family/Criminal Courtroom 3A,Pre Trial Conference,Wednesday,16,Jun,9:00,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1786-8-20,chittenden,criminal,Family/Criminal Courtroom 3A,Pre Trial Conference,Wednesday,16,Jun,9:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1222-5-20,chittenden,criminal,Family/Criminal Courtroom 3A,Pre Trial Conference,Wednesday,16,Jun,10:00,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1321-5-20,chittenden,criminal,Family/Criminal Courtroom 3A,Status Conference,Wednesday,16,Jun,10:00,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1322-5-20,chittenden,criminal,Family/Criminal Courtroom 3A,Status Conference,Wednesday,16,Jun,10:00,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1287-5-20,chittenden,criminal,Family/Criminal Courtroom 3A,Status Conference,Wednesday,16,Jun,10:00,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1052-3-19,chittenden,criminal,Family/Criminal Courtroom 3A,State of Vermont v.,Wednesday,16,Jun,10:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
697-2-20,chittenden,criminal,Family/Criminal Courtroom 3A,State of Vermont v.,Wednesday,16,Jun,10:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
3211-9-19,chittenden,criminal,Family/Criminal Courtroom 3A,Pre Trial Conference,Wednesday,16,Jun,10:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
12-1-19,chittenden,criminal,Family/Criminal Courtroom 3A,Status Conference,Wednesday,16,Jun,10:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1881-8-20,chittenden,criminal,Family/Criminal Courtroom 3A,Status Conference,Wednesday,16,Jun,11:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
586-2-20,chittenden,criminal,Family/Criminal Courtroom 3A,Pre Trial Conference,Wednesday,16,Jun,1:00,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1593-7-20,chittenden,criminal,Family/Criminal Courtroom 3A,Status Conference,Wednesday,16,Jun,1:00,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
2780-8-19,chittenden,criminal,Family/Criminal Courtroom 3A,Pre Trial Conference,Wednesday,16,Jun,2:00,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
3480-10-18,chittenden,criminal,Family/Criminal Courtroom 3A,Status Conference,Wednesday,16,Jun,2:00,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
2727-8-19,chittenden,criminal,Family/Criminal Courtroom 3A,Status Conference,Wednesday,16,Jun,2:00,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
3135-9-19,chittenden,criminal,Family/Criminal Courtroom 3A,Status Conference,Wednesday,16,Jun,2:00,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
3216-9-19,chittenden,criminal,Family/Criminal Courtroom 3A,Status Conference,Wednesday,16,Jun,2:00,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
4037-11-19,chittenden,criminal,Family/Criminal Courtroom 3A,Status Conference,Wednesday,16,Jun,2:00,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
4315-12-19,chittenden,criminal,Family/Criminal Courtroom 3A,Status Conference,Wednesday,16,Jun,2:00,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
212-1-20,chittenden,criminal,Family/Criminal Courtroom 3A,Status Conference,Wednesday,16,Jun,2:00,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
462-1-20,chittenden,criminal,Family/Criminal Courtroom 3A,Status Conference,Wednesday,16,Jun,2:00,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
463-1-20,chittenden,criminal,Family/Criminal Courtroom 3A,Status Conference,Wednesday,16,Jun,2:00,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1111-4-20,chittenden,criminal,Family/Criminal Courtroom 3A,Status Conference,Wednesday,16,Jun,2:00,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1165-4-20,chittenden,criminal,Family/Criminal Courtroom 3A,Status Conference,Wednesday,16,Jun,2:00,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1496-6-20,chittenden,criminal,Family/Criminal Courtroom 3A,Status Conference,Wednesday,16,Jun,2:00,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1713-7-20,chittenden,criminal,Family/Criminal Courtroom 3A,Status Conference,Wednesday,16,Jun,2:00,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1895-8-20,chittenden,criminal,Family/Criminal Courtroom 3A,Status Conference,Wednesday,16,Jun,2:00,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
563-2-20,chittenden,criminal,Family/Criminal Courtroom 3A,Pre Trial Conference,Wednesday,16,Jun,2:30,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
44-2-20,chittenden,civil suspension,Family/Criminal Courtroom 3A,Status Conference,Wednesday,16,Jun,2:30,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1457-6-20,chittenden,criminal,Family/Criminal Courtroom 3A,Status Conference,Wednesday,16,Jun,2:30,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1892-8-20,chittenden,criminal,Family/Criminal Courtroom 3A,Status Conference,Wednesday,16,Jun,2:30,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
4379-12-19,chittenden,criminal,Family/Criminal Courtroom 3A,Pre Trial Conference,Wednesday,16,Jun,3:00,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
12-1-20,chittenden,civil suspension,Family/Criminal Courtroom 3A,Status Conference,Wednesday,16,Jun,3:00,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
3249-9-19,chittenden,criminal,Family/Criminal Courtroom 2B,State of Vermont v.,Thursday,17,Jun,08:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
448-1-20,chittenden,criminal,Family/Criminal Courtroom 2B,State of Vermont v.,Thursday,17,Jun,08:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
965-3-20,chittenden,criminal,Family/Criminal Courtroom 2B,State of Vermont v.,Thursday,17,Jun,08:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1574-7-20,chittenden,criminal,Family/Criminal Courtroom 2B,State of Vermont v.,Thursday,17,Jun,08:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1762-7-20,chittenden,criminal,Family/Criminal Courtroom 2B,State of Vermont v.,Thursday,17,Jun,08:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1002-3-20,chittenden,criminal,Family/Criminal Courtroom 2B,Status Conference,Thursday,17,Jun,1:30,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
459-1-20,chittenden,criminal,Family/Criminal Courtroom 2B,Status Conference,Thursday,17,Jun,2:00,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
456-1-20,chittenden,criminal,Family/Criminal Courtroom 2B,Status Conference,Thursday,17,Jun,2:00,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1242-5-20,chittenden,criminal,Family/Criminal Courtroom 3A,Pre Trial Conference,Thursday,17,Jun,8:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
2686-8-19,chittenden,criminal,Family/Criminal Courtroom 3A,Pre Trial Conference,Thursday,17,Jun,9:00,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
2373-7-19,chittenden,criminal,Family/Criminal Courtroom 3A,Status Conference,Thursday,17,Jun,9:00,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
2992-8-19,chittenden,criminal,Family/Criminal Courtroom 3A,Status Conference,Thursday,17,Jun,9:00,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
3266-9-19,chittenden,criminal,Family/Criminal Courtroom 3A,Pre Trial Conference,Thursday,17,Jun,10:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1128-4-20,chittenden,criminal,Family/Criminal Courtroom 3A,Status Conference,Thursday,17,Jun,10:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
4199-12-19,chittenden,criminal,Family/Criminal Courtroom 3A,Pre Trial Conference,Thursday,17,Jun,1:00,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1112-4-20,chittenden,criminal,Family/Criminal Courtroom 3A,State of Vermont v.,Thursday,17,Jun,01:30,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
4099-12-19,chittenden,criminal,Family/Criminal Courtroom 3A,Pre Trial Conference,Thursday,17,Jun,1:30,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
4150-12-19,chittenden,criminal,Family/Criminal Courtroom 3A,Pre Trial Conference,Thursday,17,Jun,2:00,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
4113-12-19,chittenden,criminal,Family/Criminal Courtroom 3A,Pre Trial Conference,Thursday,17,Jun,2:00,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1668-7-20,chittenden,criminal,Family/Criminal Courtroom 3A,Pre Trial Conference,Thursday,17,Jun,2:00,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1382-6-20,chittenden,criminal,Family/Criminal Courtroom 3A,Pre Trial Conference,Thursday,17,Jun,2:30,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
592-2-18,chittenden,criminal,Family/Criminal Courtroom 2B,VOP Status Conference,Friday,18,Jun,9:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
665-3-18,chittenden,criminal,Family/Criminal Courtroom 2B,VOP Status Conference,Friday,18,Jun,9:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1725-7-20,chittenden,criminal,Family/Criminal Courtroom 3A,Pre Trial Conference,Friday,18,Jun,8:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1246-5-20,chittenden,criminal,Family/Criminal Courtroom 3A,Status Conference,Friday,18,Jun,8:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1274-5-20,chittenden,criminal,Family/Criminal Courtroom 3A,Status Conference,Friday,18,Jun,8:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1401-6-20,chittenden,criminal,Family/Criminal Courtroom 3A,Status Conference,Friday,18,Jun,8:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
3831-10-19,chittenden,criminal,Family/Criminal Courtroom 3A,Pre Trial Conference,Friday,18,Jun,9:00,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1532-7-20,chittenden,criminal,Family/Criminal Courtroom 3A,Pre Trial Conference,Friday,18,Jun,9:00,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1208-5-20,chittenden,criminal,Family/Criminal Courtroom 3A,Pre Trial Conference,Friday,18,Jun,9:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
4222-12-17,chittenden,criminal,Family/Criminal Courtroom 3A,Pre Trial Conference,Friday,18,Jun,10:00,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1005-3-19,chittenden,criminal,Family/Criminal Courtroom 3A,Status Conference,Friday,18,Jun,10:00,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
3537-10-19,chittenden,criminal,Family/Criminal Courtroom 2B,Status Conference,Monday,21,Jun,2:00,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
2375-7-18,chittenden,criminal,Family/Criminal Courtroom 2A,Status Conference,Monday,21,Jun,10:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1520-6-20,chittenden,criminal,Family/Criminal Courtroom 2A,Status Conference,Monday,21,Jun,11:00,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1709-7-20,chittenden,criminal,Family/Criminal Courtroom 2A,Status Conference,Monday,21,Jun,11:00,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
977-4-18,chittenden,criminal,Family/Criminal Courtroom 2A,Pre Trial Conference,Monday,21,Jun,1:00,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
2972-9-18,chittenden,criminal,Family/Criminal Courtroom 2A,Pre Trial Conference,Monday,21,Jun,1:00,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1559-7-20,chittenden,criminal,Family/Criminal Courtroom 2A,Status Conference,Monday,21,Jun,1:30,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1609-7-20,chittenden,criminal,Family/Criminal Courtroom 2A,Status Conference,Monday,21,Jun,2:00,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1657-7-20,chittenden,criminal,Family/Criminal Courtroom 2A,Status Conference,Monday,21,Jun,3:30,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1114-4-20,chittenden,criminal,Family/Criminal Courtroom 2A,State of Vermont v.,Tuesday,22,Jun,09:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
2668-8-19,chittenden,criminal,Family/Criminal Courtroom 2A,Status Conference,Tuesday,22,Jun,9:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
3210-9-19,chittenden,criminal,Family/Criminal Courtroom 2A,Status Conference,Tuesday,22,Jun,9:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
3617-10-19,chittenden,criminal,Family/Criminal Courtroom 2A,Status Conference,Tuesday,22,Jun,9:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
4216-12-19,chittenden,criminal,Family/Criminal Courtroom 2A,Status Conference,Tuesday,22,Jun,9:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
10-1-20,chittenden,criminal,Family/Criminal Courtroom 2A,Status Conference,Tuesday,22,Jun,9:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
918-3-20,chittenden,criminal,Family/Criminal Courtroom 2B,State of Vermont v.,Wednesday,23,Jun,09:00,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1105-4-20,chittenden,criminal,Family/Criminal Courtroom 2B,State of Vermont v.,Wednesday,23,Jun,09:00,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
3910-11-18,chittenden,criminal,Family/Criminal Courtroom 2A,Status Conference,Thursday,24,Jun,9:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
63-1-19,chittenden,criminal,Family/Criminal Courtroom 2A,Status Conference,Thursday,24,Jun,9:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
949-3-19,chittenden,criminal,Family/Criminal Courtroom 2A,Status Conference,Thursday,24,Jun,9:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1719-5-19,chittenden,criminal,Family/Criminal Courtroom 2A,Status Conference,Thursday,24,Jun,9:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1781-5-19,chittenden,criminal,Family/Criminal Courtroom 2A,Status Conference,Thursday,24,Jun,9:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
2438-7-19,chittenden,criminal,Family/Criminal Courtroom 2A,Status Conference,Thursday,24,Jun,9:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
2870-8-19,chittenden,criminal,Family/Criminal Courtroom 2A,Status Conference,Thursday,24,Jun,9:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
3200-9-19,chittenden,criminal,Family/Criminal Courtroom 2A,Status Conference,Thursday,24,Jun,9:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
3291-9-19,chittenden,criminal,Family/Criminal Courtroom 2A,Status Conference,Thursday,24,Jun,9:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
3375-9-19,chittenden,criminal,Family/Criminal Courtroom 2A,Status Conference,Thursday,24,Jun,9:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
3376-9-19,chittenden,criminal,Family/Criminal Courtroom 2A,Status Conference,Thursday,24,Jun,9:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
3270-9-19,chittenden,criminal,Family/Criminal Courtroom 2A,Status Conference,Thursday,24,Jun,9:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
3712-10-19,chittenden,criminal,Family/Criminal Courtroom 2A,Status Conference,Thursday,24,Jun,9:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
4152-12-19,chittenden,criminal,Family/Criminal Courtroom 2A,Status Conference,Thursday,24,Jun,9:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
4172-12-19,chittenden,criminal,Family/Criminal Courtroom 2A,Status Conference,Thursday,24,Jun,9:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
726-2-20,chittenden,criminal,Family/Criminal Courtroom 2A,Status Conference,Thursday,24,Jun,9:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
791-3-20,chittenden,criminal,Family/Criminal Courtroom 2A,Status Conference,Thursday,24,Jun,9:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
3790-11-18,chittenden,criminal,Family/Criminal Courtroom 2A,Sentencing Hearing,Thursday,24,Jun,9:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
3838-11-18,chittenden,criminal,Family/Criminal Courtroom 2A,Sentencing Hearing,Thursday,24,Jun,9:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
3377-9-19,chittenden,criminal,Family/Criminal Courtroom 2A,Sentencing Hearing,Thursday,24,Jun,9:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
2794-8-18,chittenden,criminal,Family/Criminal Courtroom 2A,Sentencing Hearing,Thursday,24,Jun,10:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
915-3-20,chittenden,criminal,Family/Criminal Courtroom 2B,State of Vermont v.,Thursday,24,Jun,08:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1681-7-20,chittenden,criminal,Family/Criminal Courtroom 2B,State of Vermont v.,Thursday,24,Jun,08:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1903-8-20,chittenden,criminal,Family/Criminal Courtroom 2B,State of Vermont v.,Thursday,24,Jun,08:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
77-3-20,chittenden,civil suspension,Family/Criminal Courtroom 2B,Civil Suspension Preliminary Hearing,Thursday,24,Jun,8:30,AM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1542-7-20,chittenden,criminal,Family/Criminal Courtroom 2B,Confidential Hearing,Thursday,24,Jun,2:30,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
425-2-20,chittenden,criminal,Family/Criminal Courtroom 2B,Status Conference,Thursday,24,Jun,2:30,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
544-2-20,chittenden,criminal,Family/Criminal Courtroom 2B,Status Conference,Thursday,24,Jun,2:30,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
2258-6-19,chittenden,criminal,Family/Criminal Courtroom 3A,Criminal Miscellaneous Hearing,Tuesday,29,Jun,1:00,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
973-3-19,chittenden,criminal,Family/Criminal Courtroom 2B,Change of Plea Hearing,Wednesday,30,Jun,1:00,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
564-2-20,chittenden,criminal,Family/Criminal Courtroom 2B,Status Conference,Friday,2,Jul,2:30,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
1753-7-20,chittenden,criminal,Family/Criminal Courtroom 2B,Status Conference,Friday,2,Jul,2:30,PM,"32 Cherry Street, Suite 300 ", Burlington,05401,criminal
316-5-18,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Enforcement Hearing,Wednesday,28,Apr,8:30,AM,"32 Cherry Street, Suite 200 ", Burlington,05401,family
529-6-14,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Enforcement Hearing,Wednesday,28,Apr,9:00,AM,"32 Cherry Street, Suite 200 ", Burlington,05401,family
29-1-20,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Child Support Review Hearing,Wednesday,28,Apr,9:30,AM,"32 Cherry Street, Suite 200 ", Burlington,05401,family
192-3-10,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Enforcement Hearing,Wednesday,28,Apr,10:00,AM,"32 Cherry Street, Suite 200 ", Burlington,05401,family
599-7-11,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Enforcement Hearing,Wednesday,28,Apr,10:30,AM,"32 Cherry Street, Suite 200 ", Burlington,05401,family
741-12-19,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Child Support Establishment Hearing,Wednesday,28,Apr,11:00,AM,"32 Cherry Street, Suite 200 ", Burlington,05401,family
335-5-99,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Enforcement Hearing,Wednesday,28,Apr,1:00,PM,"32 Cherry Street, Suite 200 ", Burlington,05401,family
993-12-08,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Enforcement Hearing,Wednesday,28,Apr,1:30,PM,"32 Cherry Street, Suite 200 ", Burlington,05401,family
847-10-99,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Enforcement Hearing,Wednesday,28,Apr,2:00,PM,"32 Cherry Street, Suite 200 ", Burlington,05401,family
751-9-14,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Enforcement Hearing,Wednesday,28,Apr,2:30,PM,"32 Cherry Street, Suite 200 ", Burlington,05401,family
349-6-18,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Child Support Modification Hearing,Wednesday,28,Apr,3:00,PM,"32 Cherry Street, Suite 200 ", Burlington,05401,family
13-1-20,chittenden,domestic,Family/Criminal Courtroom 1B,Contested Dissolution Hearing,Wednesday,28,Apr,9:00,AM,"32 Cherry Street, Suite 200 ", Burlington,05401,family
232-6-20,chittenden,domestic,Family Case Manager Conference Room,Case Management Conference,Wednesday,28,Apr,8:15,AM,"32 Cherry Street, Suite 200 ", Burlington,05401,family
638-10-18,chittenden,domestic,Family Case Manager Conference Room,Case Management Conference OCS,Wednesday,28,Apr,2:15,PM,"32 Cherry Street, Suite 200 ", Burlington,05401,family
279-7-19,chittenden,juvenile,Family/Criminal Courtroom 1A,Juvenile Confidential Hearing,Wednesday,28,Apr,8:30,AM,"32 Cherry Street, Suite 200 ", Burlington,05401,family
17-1-20,chittenden,juvenile,Family/Criminal Courtroom 1A,Juvenile Confidential Hearing,Wednesday,28,Apr,9:00,AM,"32 Cherry Street, Suite 200 ", Burlington,05401,family
312-8-19,chittenden,juvenile,Family/Criminal Courtroom 1A,Juvenile Confidential Hearing,Wednesday,28,Apr,11:00,AM,"32 Cherry Street, Suite 200 ", Burlington,05401,family
311-8-19,chittenden,juvenile,Family/Criminal Courtroom 1A,Juvenile Confidential Hearing,Wednesday,28,Apr,11:00,AM,"32 Cherry Street, Suite 200 ", Burlington,05401,family
141-4-16,chittenden,juvenile,Family/Criminal Courtroom 1A,Juvenile Confidential Hearing,Wednesday,28,Apr,2:00,PM,"32 Cherry Street, Suite 200 ", Burlington,05401,family
534-11-18,chittenden,juvenile,Family/Criminal Courtroom 1A,Juvenile Confidential Hearing,Wednesday,28,Apr,3:00,PM,"32 Cherry Street, Suite 200 ", Burlington,05401,family
233-5-19,chittenden,juvenile,Family/Criminal Courtroom 1A,Juvenile Confidential Hearing,Wednesday,28,Apr,3:00,PM,"32 Cherry Street, Suite 200 ", Burlington,05401,family
340-8-19,chittenden,juvenile,Family/Criminal Courtroom 1A,Juvenile Confidential Hearing,Thursday,29,Apr,8:30,AM,"32 Cherry Street, Suite 200 ", Burlington,05401,family
588-12-18,chittenden,juvenile,Family/Criminal Courtroom 1A,Juvenile Confidential Hearing,Thursday,29,Apr,1:00,PM,"32 Cherry Street, Suite 200 ", Burlington,05401,family
414-7-19,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Child Support Review Hearing,Thursday,29,Apr,2:00,PM,"32 Cherry Street, Suite 200 ", Burlington,05401,family
119-3-20,chittenden,juvenile,Family/Criminal Courtroom 1D,Juvenile Confidential Hearing,Thursday,29,Apr,9:00,AM,"32 Cherry Street, Suite 200 ", Burlington,05401,family
139-3-20,chittenden,family,Family/Criminal Courtroom 1B,139-3-20 Cnfa,Thursday,29,Apr,08:30,AM,"32 Cherry Street, Suite 200 ", Burlington,05401,family
74-2-20,chittenden,domestic,Family/Criminal Courtroom 1D,Contested Dissolution Hearing,Thursday,29,Apr,1:00,PM,"32 Cherry Street, Suite 200 ", Burlington,05401,family
858-12-15,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Enforcement Hearing,Friday,30,Apr,8:30,AM,"32 Cherry Street, Suite 200 ", Burlington,05401,family
342-8-20,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Child Support Establishment Hearing,Friday,30,Apr,11:00,AM,"32 Cherry Street, Suite 200 ", Burlington,05401,family
210-6-20,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Child Support Establishment Hearing,Friday,30,Apr,1:00,PM,"32 Cherry Street, Suite 200 ", Burlington,05401,family
268-7-20,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Child Support Establishment Hearing,Friday,30,Apr,2:00,PM,"32 Cherry Street, Suite 200 ", Burlington,05401,family
30-1-20,chittenden,juvenile,Family/Criminal Courtroom 1B,Juvenile Confidential Hearing,Friday,30,Apr,8:30,AM,"32 Cherry Street, Suite 200 ", Burlington,05401,family
134-3-20,chittenden,juvenile,Family/Criminal Courtroom 1B,Juvenile Confidential Hearing,Friday,30,Apr,8:30,AM,"32 Cherry Street, Suite 200 ", Burlington,05401,family
225-8-20,chittenden,juvenile,Family/Criminal Courtroom 1B,Juvenile Confidential Hearing,Friday,30,Apr,2:00,PM,"32 Cherry Street, Suite 200 ", Burlington,05401,family
