,docket,link
1482,49-2-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/49-2-20.json
1483,560-2-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/560-2-20.json
1484,234-8-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/234-8-19.json
1485,2695-8-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/2695-8-19.json
1486,82-3-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_family/82-3-20.json
1487,89-3-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/addison_criminal/89-3-20.json
1488,1256-5-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1256-5-20.json
1489,768-2-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/768-2-20.json
1490,1091-4-18,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1091-4-18.json
1491,2478-8-18,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/2478-8-18.json
1492,1772-5-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1772-5-19.json
1493,3873-11-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/3873-11-19.json
1494,1399-6-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1399-6-20.json
1495,1402-6-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1402-6-20.json
1496,1406-6-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1406-6-20.json
1497,1438-6-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1438-6-20.json
1498,1208-5-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1208-5-20.json
1499,1769-8-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1769-8-20.json
1500,1959-6-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1959-6-19.json
1501,1741-5-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1741-5-19.json
1502,1052-3-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1052-3-19.json
1503,3784-10-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/3784-10-19.json
1504,659-2-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/659-2-20.json
1505,697-2-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/697-2-20.json
1506,1164-4-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1164-4-20.json
1507,1196-4-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1196-4-20.json
1508,12-1-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/caledonia_civil/12-1-19.json
1509,279-9-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/279-9-19.json
1510,3252-9-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/3252-9-19.json
1511,1278-5-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1278-5-20.json
1512,1846-8-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1846-8-20.json
1513,203-1-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/203-1-20.json
1514,1456-6-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1456-6-20.json
1515,1828-8-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1828-8-20.json
1516,4088-9-07,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/4088-9-07.json
1517,3761-10-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/3761-10-19.json
1518,170-1-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/170-1-20.json
1519,171-1-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/171-1-20.json
1520,713-2-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/713-2-20.json
1521,1796-8-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1796-8-20.json
1522,4000-11-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/4000-11-19.json
1523,767-2-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/767-2-20.json
1524,477-2-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/477-2-19.json
1525,933-3-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/933-3-20.json
1526,1534-7-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1534-7-20.json
1527,171-1-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/171-1-19.json
1528,265-1-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/265-1-19.json
1529,264-1-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/264-1-19.json
1530,538-2-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/538-2-19.json
1531,1003-3-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1003-3-19.json
1532,1140-3-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1140-3-19.json
1533,1290-4-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1290-4-19.json
1534,1882-5-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1882-5-19.json
1535,2431-7-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/2431-7-19.json
1536,2931-8-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/2931-8-19.json
1537,3029-8-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/3029-8-19.json
1538,3032-8-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/3032-8-19.json
1539,3338-9-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/3338-9-19.json
1540,3394-9-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/3394-9-19.json
1541,3421-9-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/3421-9-19.json
1542,3439-9-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/3439-9-19.json
1543,3438-9-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/3438-9-19.json
1544,653-2-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/653-2-19.json
1545,57-1-18,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/57-1-18.json
1546,1036-4-18,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1036-4-18.json
1547,1913-6-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1913-6-19.json
1548,1997-6-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1997-6-19.json
1549,2312-7-18,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/2312-7-18.json
1550,3061-9-18,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/3061-9-18.json
1551,734-2-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/734-2-19.json
1552,1213-4-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1213-4-19.json
1553,1329-4-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1329-4-19.json
1554,2930-8-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/2930-8-19.json
1555,3623-10-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/3623-10-19.json
1556,3877-11-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/3877-11-19.json
1557,3996-11-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/3996-11-19.json
1558,4010-11-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/4010-11-19.json
1559,4045-11-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/4045-11-19.json
1560,4214-12-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/4214-12-19.json
1561,741-2-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/741-2-20.json
1562,832-3-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/832-3-20.json
1563,1747-7-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1747-7-20.json
1564,1666-7-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1666-7-20.json
1565,1839-8-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1839-8-20.json
1566,1840-8-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1840-8-20.json
1567,1911-6-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1911-6-19.json
1568,2074-6-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/2074-6-19.json
1569,2073-6-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/2073-6-19.json
1570,2409-7-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/2409-7-19.json
1571,2375-7-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/2375-7-19.json
1572,2513-7-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/2513-7-19.json
1573,2972-8-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/2972-8-19.json
1574,3238-9-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/3238-9-19.json
1575,4208-12-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/4208-12-19.json
1576,4097-12-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/4097-12-19.json
1577,773-2-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/773-2-20.json
1578,1186-4-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1186-4-20.json
1579,1187-4-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1187-4-20.json
1580,1233-5-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1233-5-20.json
1581,1232-5-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1232-5-20.json
1582,1244-5-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1244-5-20.json
1583,1248-5-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1248-5-20.json
1584,701-2-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/701-2-19.json
1585,1340-4-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1340-4-19.json
1586,703-2-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/703-2-20.json
1587,730-2-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/730-2-20.json
1588,3106-9-18,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/3106-9-18.json
1589,3279-10-18,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/3279-10-18.json
1590,1669-5-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1669-5-19.json
1591,2099-6-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/2099-6-19.json
1592,2550-7-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/2550-7-19.json
1593,3017-8-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/3017-8-19.json
1594,947-3-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/947-3-20.json
1595,3764-10-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/3764-10-19.json
1596,340-10-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/340-10-19.json
1597,3283-9-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/3283-9-19.json
1598,103-1-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/103-1-20.json
1599,307-1-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/307-1-20.json
1600,503-2-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/503-2-20.json
1601,1011-3-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1011-3-20.json
1602,1106-4-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1106-4-20.json
1603,1178-4-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1178-4-20.json
1604,1286-5-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1286-5-20.json
1605,1430-6-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1430-6-20.json
1606,1436-6-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1436-6-20.json
1607,1433-6-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1433-6-20.json
1608,1491-6-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1491-6-20.json
1609,1410-6-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1410-6-20.json
1610,1411-6-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1411-6-20.json
1611,1476-6-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1476-6-20.json
1612,1414-6-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1414-6-20.json
1613,1441-6-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1441-6-20.json
1614,1446-6-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1446-6-20.json
1615,1521-6-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1521-6-20.json
1616,1731-7-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1731-7-20.json
1617,1738-7-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1738-7-20.json
1618,1739-7-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1739-7-20.json
1619,1741-7-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1741-7-20.json
1620,1740-7-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1740-7-20.json
1621,1742-7-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1742-7-20.json
1622,1885-8-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1885-8-20.json
1623,1930-8-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1930-8-20.json
1624,1227-5-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1227-5-20.json
1625,3837-11-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/3837-11-19.json
1626,2373-7-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/2373-7-19.json
1627,2686-8-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/2686-8-19.json
1628,2992-8-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/2992-8-19.json
1629,971-3-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/971-3-20.json
1630,1163-4-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1163-4-20.json
1631,1249-5-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1249-5-20.json
1632,1312-5-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1312-5-20.json
1633,1313-5-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1313-5-20.json
1634,1314-5-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1314-5-20.json
1635,1424-6-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1424-6-20.json
1636,1619-7-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1619-7-20.json
1637,1583-7-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1583-7-20.json
1638,1601-7-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1601-7-20.json
1639,1591-7-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1591-7-20.json
1640,1835-8-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1835-8-20.json
1641,1834-8-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1834-8-20.json
1642,1579-7-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1579-7-20.json
1643,1198-4-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1198-4-20.json
1644,784-3-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/784-3-20.json
1645,2643-7-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/2643-7-19.json
1646,3175-9-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/3175-9-19.json
1647,3053-9-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/3053-9-19.json
1648,4141-12-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/4141-12-19.json
1649,239-1-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/239-1-20.json
1650,4812-11-92,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/4812-11-92.json
1651,276-1-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/276-1-20.json
1652,4519-11-12,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/4519-11-12.json
1653,1931-8-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1931-8-20.json
1654,637-2-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/637-2-20.json
1655,1404-6-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1404-6-20.json
1656,2220-7-18,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/2220-7-18.json
1657,1156-4-18,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1156-4-18.json
1658,3671-10-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/3671-10-19.json
1659,2198-7-18,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/2198-7-18.json
1660,2946-8-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/2946-8-19.json
1661,564-2-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/564-2-19.json
1662,795-3-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/795-3-19.json
1663,1186-4-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1186-4-19.json
1664,1720-5-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1720-5-19.json
1665,2340-7-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/2340-7-19.json
1666,3127-9-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/3127-9-19.json
1667,3539-10-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/3539-10-19.json
1668,3555-10-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/3555-10-19.json
1669,3668-10-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/3668-10-19.json
1670,4236-12-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/4236-12-19.json
1671,453-1-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/453-1-20.json
1672,719-3-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/719-3-20.json
1673,973-3-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/973-3-20.json
1674,1176-4-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/1176-4-20.json
1675,2455-7-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/2455-7-19.json
1676,67-2-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-29/chittenden_criminal/67-2-20.json
