docket,county,division,court_room,hearing_type,day_of_week,day,month,time,am_pm,street,city,zip_code,court_type
1073-9-19,bennington,criminal,Family/Criminal Courtroom 3,VOP Status Conference,Wednesday,20,Jan,11:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
50-7-19,bennington,civil suspension,Family/Criminal Courtroom 3,Civil Suspension Final Hearing,Thursday,21,Jan,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
798-7-19,bennington,criminal,Family/Criminal Courtroom 3,Civil Suspension Final Hearing,Thursday,21,Jan,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
82-1-19,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Friday,22,Jan,9:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
124-1-19,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Friday,22,Jan,9:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1087-9-19,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Friday,22,Jan,9:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
150-2-20,bennington,criminal,Family/Criminal Courtroom 3,Pre Trial Conference,Friday,22,Jan,9:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
236-3-20,bennington,criminal,Family/Criminal Courtroom 3,Pre Trial Conference,Friday,22,Jan,9:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
264-3-20,bennington,criminal,Family/Criminal Courtroom 3,Pre Trial Conference,Friday,22,Jan,9:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
326-4-20,bennington,criminal,Family/Criminal Courtroom 3,Pre Trial Conference,Friday,22,Jan,9:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
505-7-20,bennington,criminal,Family/Criminal Courtroom 3,Pre Trial Conference,Friday,22,Jan,9:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
594-7-20,bennington,criminal,Family/Criminal Courtroom 3,Pre Trial Conference,Friday,22,Jan,9:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
675-8-20,bennington,criminal,Family/Criminal Courtroom 3,Pre Trial Conference,Friday,22,Jan,9:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1010-8-19,bennington,criminal,Family/Criminal Courtroom 3,Pre Trial Conference,Friday,22,Jan,9:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1504-12-19,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Monday,25,Jan,11:15,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
334-4-20,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Monday,25,Jan,11:15,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1204-11-18,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Monday,25,Jan,11:15,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1282-12-18,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Monday,25,Jan,11:15,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1283-12-18,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Monday,25,Jan,11:15,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
973-8-19,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Monday,25,Jan,11:15,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
258-2-19,bennington,criminal,Family/Criminal Courtroom 3,Pre Trial Conference,Monday,25,Jan,11:15,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
29-1-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,25,Jan,11:15,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
231-3-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,25,Jan,11:15,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
232-3-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,25,Jan,11:15,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
233-3-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,25,Jan,11:15,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
241-3-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,25,Jan,11:15,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
336-4-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,25,Jan,11:15,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
405-6-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,25,Jan,11:15,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
406-6-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,25,Jan,11:15,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
540-7-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,25,Jan,11:15,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
569-7-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,25,Jan,11:15,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
36-8-20,bennington,civil suspension,Family/Criminal Courtroom 3,Status Conference,Monday,25,Jan,11:15,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
667-8-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,25,Jan,11:15,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
254-2-19,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,25,Jan,11:15,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1260-10-19,bennington,criminal,Family/Criminal Courtroom 3,Status Conference/Change of Plea,Monday,25,Jan,11:15,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1243-10-19,bennington,criminal,Family/Criminal Courtroom 3,State of Vermont v.,Monday,25,Jan,01:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
105-1-20,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Monday,25,Jan,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
281-3-20,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Monday,25,Jan,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
399-6-20,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Monday,25,Jan,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
402-6-20,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Monday,25,Jan,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
545-7-20,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Monday,25,Jan,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
634-8-20,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Monday,25,Jan,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
668-8-20,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Monday,25,Jan,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1106-9-19,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Monday,25,Jan,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
118-2-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,25,Jan,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
507-7-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,25,Jan,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
510-7-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,25,Jan,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
517-7-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,25,Jan,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
650-8-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,25,Jan,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
840-7-19,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,25,Jan,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
94-1-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference/Change of Plea,Monday,25,Jan,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
214-2-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference/Change of Plea,Monday,25,Jan,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
97-2-18,bennington,criminal,Family/Criminal Courtroom 3,VOP Status Conference,Monday,25,Jan,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
470-4-19,bennington,criminal,Family/Criminal Courtroom 3,VOP Status Conference,Monday,25,Jan,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
452-6-20,bennington,criminal,Family/Criminal Courtroom 4,Motion Hearing,Tuesday,26,Jan,9:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
419-4-19,bennington,criminal,Family/Criminal Courtroom 3,Change of Plea Hearing,Tuesday,26,Jan,9:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
49-1-20,bennington,criminal,Family/Criminal Courtroom 3,Motion Hearing,Tuesday,26,Jan,10:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1021-10-18,bennington,criminal,Family/Criminal Courtroom 3,Motion Hearing,Tuesday,26,Jan,10:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
538-5-19,bennington,criminal,Family/Criminal Courtroom 3,Motion Hearing,Tuesday,26,Jan,10:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
537-5-19,bennington,criminal,Family/Criminal Courtroom 3,Motion Hearing,Tuesday,26,Jan,10:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
123-2-18,bennington,criminal,Family/Criminal Courtroom 3,Motion Hearing,Tuesday,26,Jan,10:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1419-12-19,bennington,criminal,Family/Criminal Courtroom 3,Change of Plea Hearing,Tuesday,26,Jan,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1363-11-19,bennington,criminal,Family/Criminal Courtroom 3,Change of Plea Hearing,Tuesday,26,Jan,2:00,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1372-11-19,bennington,criminal,Family/Criminal Courtroom 3,Change of Plea Hearing,Tuesday,26,Jan,2:00,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1371-11-19,bennington,criminal,Family/Criminal Courtroom 3,Change of Plea Hearing,Tuesday,26,Jan,2:00,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
268-3-20,bennington,criminal,Family/Criminal Courtroom 3,Change of Plea Hearing,Tuesday,26,Jan,2:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
851-7-19,bennington,criminal,Family/Criminal Courtroom 3,VOP Rule 5 Hearing,Wednesday,27,Jan,9:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
156-2-18,bennington,criminal,Family/Criminal Courtroom 3,VOP Status Conference,Wednesday,27,Jan,9:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
333-4-18,bennington,criminal,Family/Criminal Courtroom 3,VOP Status Conference,Wednesday,27,Jan,9:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1122-9-19,bennington,criminal,Family/Criminal Courtroom 3,Motion Hearing,Wednesday,27,Jan,9:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
42-1-19,bennington,criminal,Family/Criminal Courtroom 3,Restitution Hearing,Wednesday,27,Jan,11:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
129-1-19,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Wednesday,27,Jan,11:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
28-5-20,bennington,civil suspension,Family/Criminal Courtroom 3,Civil Suspension Final Hearing,Wednesday,27,Jan,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1496-12-19,bennington,criminal,Family/Criminal Courtroom 3,Change of Plea Hearing,Wednesday,27,Jan,2:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1258-12-18,bennington,criminal,Family/Criminal Courtroom 3,Change of Plea Hearing,Wednesday,27,Jan,2:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
711-6-19,bennington,criminal,Family/Criminal Courtroom 3,Change of Plea Hearing,Wednesday,27,Jan,2:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
208-2-20,bennington,criminal,Family/Criminal Courtroom 3,Change of Plea Hearing,Thursday,28,Jan,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
404-6-20,bennington,criminal,Family/Criminal Courtroom 3,Change of Plea Hearing,Thursday,28,Jan,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
37-5-19,bennington,civil suspension,Family/Criminal Courtroom 3,Change of Plea Hearing,Thursday,28,Jan,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
578-5-19,bennington,criminal,Family/Criminal Courtroom 3,Change of Plea Hearing,Thursday,28,Jan,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
550-5-19,bennington,criminal,Family/Criminal Courtroom 3,Change of Plea Hearing,Thursday,28,Jan,2:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
469-6-20,bennington,criminal,Family/Criminal Courtroom 3,State of Vermont v.,Monday,1,Feb,08:15,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
392-5-20,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Monday,1,Feb,11:15,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
398-6-20,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Monday,1,Feb,11:15,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
687-8-20,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Monday,1,Feb,11:15,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
381-5-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,1,Feb,11:15,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
385-5-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,1,Feb,11:15,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
647-8-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,1,Feb,11:15,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
693-8-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,1,Feb,11:15,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
581-5-19,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,1,Feb,11:15,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1026-8-19,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,1,Feb,11:15,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1094-9-19,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,1,Feb,11:15,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
156-2-20,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Monday,1,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
185-2-20,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Monday,1,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
506-7-20,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Monday,1,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
570-7-20,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Monday,1,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
716-6-19,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Monday,1,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1445-12-19,bennington,criminal,Family/Criminal Courtroom 3,Confidential Hearing,Monday,1,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
137-2-18,bennington,criminal,Family/Criminal Courtroom 3,Confidential Hearing,Monday,1,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
133-2-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,1,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
137-2-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,1,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
142-2-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,1,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
161-2-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,1,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
335-4-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,1,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
338-4-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,1,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
359-5-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,1,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
474-6-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,1,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
562-7-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,1,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
599-7-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,1,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
820-8-18,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,1,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
54-1-19,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,1,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
830-7-19,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,1,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
927-8-19,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,1,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1081-9-19,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,1,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1499-12-19,bennington,criminal,Family/Criminal Courtroom 3,Status Conference/Change of Plea,Monday,1,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
699-8-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference/Change of Plea,Monday,1,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
782-7-19,bennington,criminal,Family/Criminal Courtroom 3,Status Conference/Change of Plea,Monday,1,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1091-9-19,bennington,criminal,Family/Criminal Courtroom 3,Status Conference/Change of Plea,Monday,1,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
368-4-18,bennington,criminal,Family/Criminal Courtroom 3,VOP Status Conference,Monday,1,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
488-5-18,bennington,criminal,Family/Criminal Courtroom 3,VOP Status Conference,Monday,1,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
904-9-18,bennington,criminal,Family/Criminal Courtroom 3,VOP Status Conference,Monday,1,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1084-10-18,bennington,criminal,Family/Criminal Courtroom 3,VOP Status Conference,Monday,1,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
503-4-19,bennington,criminal,Family/Criminal Courtroom 3,Motion Hearing,Tuesday,2,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
423-4-19,bennington,criminal,Family/Criminal Courtroom 3,Motion Hearing,Tuesday,2,Feb,3:00,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1435-12-19,bennington,criminal,Family/Criminal Courtroom 4,Jury Draw,Tuesday,2,Feb,8:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1480-12-19,bennington,criminal,Family/Criminal Courtroom 4,Jury Draw,Tuesday,2,Feb,8:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
28-1-20,bennington,criminal,Family/Criminal Courtroom 4,Jury Draw,Tuesday,2,Feb,8:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
68-1-20,bennington,criminal,Family/Criminal Courtroom 4,Jury Draw,Tuesday,2,Feb,8:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
86-1-20,bennington,criminal,Family/Criminal Courtroom 4,Jury Draw,Tuesday,2,Feb,8:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
151-2-20,bennington,criminal,Family/Criminal Courtroom 4,Jury Draw,Tuesday,2,Feb,8:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
221-3-20,bennington,criminal,Family/Criminal Courtroom 4,Jury Draw,Tuesday,2,Feb,8:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
360-5-20,bennington,criminal,Family/Criminal Courtroom 4,Jury Draw,Tuesday,2,Feb,8:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
530-7-20,bennington,criminal,Family/Criminal Courtroom 4,Jury Draw,Tuesday,2,Feb,8:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
533-7-20,bennington,criminal,Family/Criminal Courtroom 4,Jury Draw,Tuesday,2,Feb,8:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
538-7-20,bennington,criminal,Family/Criminal Courtroom 4,Jury Draw,Tuesday,2,Feb,8:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
560-7-20,bennington,criminal,Family/Criminal Courtroom 4,Jury Draw,Tuesday,2,Feb,8:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
595-7-20,bennington,criminal,Family/Criminal Courtroom 4,Jury Draw,Tuesday,2,Feb,8:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
616-7-20,bennington,criminal,Family/Criminal Courtroom 4,Jury Draw,Tuesday,2,Feb,8:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
619-8-20,bennington,criminal,Family/Criminal Courtroom 4,Jury Draw,Tuesday,2,Feb,8:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
357-4-18,bennington,criminal,Family/Criminal Courtroom 4,Jury Draw,Tuesday,2,Feb,8:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
618-6-18,bennington,criminal,Family/Criminal Courtroom 4,Jury Draw,Tuesday,2,Feb,8:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
940-9-18,bennington,criminal,Family/Criminal Courtroom 4,Jury Draw,Tuesday,2,Feb,8:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
287-3-19,bennington,criminal,Family/Criminal Courtroom 4,Jury Draw,Tuesday,2,Feb,8:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
536-5-19,bennington,criminal,Family/Criminal Courtroom 4,Jury Draw,Tuesday,2,Feb,8:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
932-8-19,bennington,criminal,Family/Criminal Courtroom 4,Jury Draw,Tuesday,2,Feb,8:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
982-8-19,bennington,criminal,Family/Criminal Courtroom 4,Jury Draw,Tuesday,2,Feb,8:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
352-5-20,bennington,criminal,Family/Criminal Courtroom 4,Status Conference,Tuesday,2,Feb,8:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
808-7-19,bennington,criminal,Family/Criminal Courtroom 4,Jury Draw,Tuesday,2,Feb,8:35,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
559-5-19,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Wednesday,3,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1005-8-19,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Wednesday,3,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1078-10-18,bennington,criminal,Family/Criminal Courtroom 3,Sentencing Hearing,Wednesday,3,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
230-3-18,bennington,criminal,Family/Criminal Courtroom 3,VOP Status Conference,Wednesday,3,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
444-6-20,bennington,criminal,Family/Criminal Courtroom 3,Change of Plea Hearing,Wednesday,3,Feb,2:00,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
281-3-19,bennington,criminal,Family/Criminal Courtroom 3,Change of Plea Hearing,Wednesday,3,Feb,2:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
536-7-20,bennington,criminal,Family/Criminal Courtroom 3,Change of Plea Hearing,Thursday,4,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
31-1-19,bennington,criminal,Family/Criminal Courtroom 3,Change of Plea Hearing,Thursday,4,Feb,2:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
740-6-19,bennington,criminal,Family/Criminal Courtroom 3,Change of Plea Hearing,Thursday,4,Feb,2:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
26-5-20,bennington,civil suspension,Family/Criminal Courtroom 3,Calendar Call,Friday,5,Feb,9:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
528-7-20,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Friday,5,Feb,9:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
576-7-20,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Friday,5,Feb,9:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
617-8-20,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Friday,5,Feb,9:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
697-8-20,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Friday,5,Feb,9:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1351-11-19,bennington,criminal,Family/Criminal Courtroom 3,Confidential Hearing,Friday,5,Feb,9:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
350-5-20,bennington,criminal,Family/Criminal Courtroom 3,Confidential Hearing,Friday,5,Feb,9:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
