docket,county,division,court_room,hearing_type,day_of_week,day,month,time,am_pm,street,city,zip_code,court_type
946-9-20,washington,criminal,Terry Trono Courtroom,Criminal Hearing,Friday,12,Feb,10:30,AM,255 North Main Street , Barre, 05641,Criminal Division
314-3-20,washington,criminal,Terry Trono Courtroom,Status Conference,Friday,12,Feb,10:30,AM,255 North Main Street , Barre, 05641,Criminal Division
675-5-19,washington,criminal,Terry Trono Courtroom,VOP Merits Hearing,Friday,12,Feb,10:30,AM,255 North Main Street , Barre, 05641,Criminal Division
1653-12-19,washington,criminal,Terry Trono Courtroom,VOP Merits Hearing,Friday,12,Feb,10:30,AM,255 North Main Street , Barre, 05641,Criminal Division
1359-9-19,washington,criminal,Terry Trono Courtroom,Status Conference,Friday,12,Feb,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
1003-9-20,washington,criminal,Terry Trono Courtroom,Status Conference,Friday,12,Feb,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
1237-11-20,washington,criminal,Terry Trono Courtroom,Status Conference,Friday,12,Feb,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
44-6-20,washington,civil suspension,Terry Trono Courtroom,Status Conference,Friday,12,Feb,1:30,PM,255 North Main Street , Barre, 05641,Criminal Division
627-7-20,washington,criminal,Terry Trono Courtroom,Status Conference,Friday,12,Feb,1:30,PM,255 North Main Street , Barre, 05641,Criminal Division
963-9-20,washington,criminal,Terry Trono Courtroom,Status Conference,Friday,12,Feb,1:30,PM,255 North Main Street , Barre, 05641,Criminal Division
964-9-20,washington,criminal,Terry Trono Courtroom,Status Conference,Friday,12,Feb,1:30,PM,255 North Main Street , Barre, 05641,Criminal Division
1057-10-20,washington,criminal,Terry Trono Courtroom,Status Conference,Friday,12,Feb,1:30,PM,255 North Main Street , Barre, 05641,Criminal Division
1059-10-20,washington,criminal,Terry Trono Courtroom,Status Conference,Friday,12,Feb,1:30,PM,255 North Main Street , Barre, 05641,Criminal Division
1092-10-20,washington,criminal,Terry Trono Courtroom,Status Conference,Friday,12,Feb,1:30,PM,255 North Main Street , Barre, 05641,Criminal Division
1239-11-20,washington,criminal,Terry Trono Courtroom,Status Conference,Friday,12,Feb,2:00,PM,255 North Main Street , Barre, 05641,Criminal Division
1238-11-20,washington,criminal,Terry Trono Courtroom,Status Conference,Friday,12,Feb,2:00,PM,255 North Main Street , Barre, 05641,Criminal Division
1228-11-20,washington,criminal,Terry Trono Courtroom,Status Conference,Friday,12,Feb,2:00,PM,255 North Main Street , Barre, 05641,Criminal Division
122-1-20,washington,criminal,Terry Trono Courtroom,Sentencing Hearing,Friday,12,Feb,2:15,PM,255 North Main Street , Barre, 05641,Criminal Division
894-8-20,washington,criminal,Terry Trono Courtroom,Status Conference,Tuesday,16,Feb,8:30,AM,255 North Main Street , Barre, 05641,Criminal Division
972-9-20,washington,criminal,Terry Trono Courtroom,Status Conference,Tuesday,16,Feb,8:30,AM,255 North Main Street , Barre, 05641,Criminal Division
1215-11-20,washington,criminal,Terry Trono Courtroom,Status Conference,Tuesday,16,Feb,8:30,AM,255 North Main Street , Barre, 05641,Criminal Division
276-3-20,washington,criminal,Terry Trono Courtroom,Status Conference,Tuesday,16,Feb,9:00,AM,255 North Main Street , Barre, 05641,Criminal Division
1021-9-20,washington,criminal,Terry Trono Courtroom,Status Conference,Tuesday,16,Feb,9:30,AM,255 North Main Street , Barre, 05641,Criminal Division
757-8-20,washington,criminal,Terry Trono Courtroom,Status Conference,Tuesday,16,Feb,1:30,PM,255 North Main Street , Barre, 05641,Criminal Division
172-2-20,washington,criminal,Terry Trono Courtroom,Status Conference,Tuesday,16,Feb,1:45,PM,255 North Main Street , Barre, 05641,Criminal Division
774-8-20,washington,criminal,Terry Trono Courtroom,Status Conference,Tuesday,16,Feb,1:45,PM,255 North Main Street , Barre, 05641,Criminal Division
672-7-20,washington,criminal,Terry Trono Courtroom,Criminal Hearing,Tuesday,16,Feb,2:15,PM,255 North Main Street , Barre, 05641,Criminal Division
763-8-20,washington,criminal,Terry Trono Courtroom,Status Conference,Tuesday,16,Feb,2:15,PM,255 North Main Street , Barre, 05641,Criminal Division
765-8-20,washington,criminal,Terry Trono Courtroom,Criminal Hearing,Tuesday,16,Feb,2:30,PM,255 North Main Street , Barre, 05641,Criminal Division
495-6-20,washington,criminal,Terry Trono Courtroom,Criminal Hearing,Monday,1,Mar,8:30,AM,255 North Main Street , Barre, 05641,Criminal Division
989-7-19,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,8:30,AM,255 North Main Street , Barre, 05641,Criminal Division
1219-8-19,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,8:30,AM,255 North Main Street , Barre, 05641,Criminal Division
1441-10-19,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,8:30,AM,255 North Main Street , Barre, 05641,Criminal Division
104-1-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,8:30,AM,255 North Main Street , Barre, 05641,Criminal Division
984-9-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,8:30,AM,255 North Main Street , Barre, 05641,Criminal Division
420-5-20,washington,criminal,Terry Trono Courtroom,Criminal Hearing,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
759-8-20,washington,criminal,Terry Trono Courtroom,Criminal Hearing,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
787-8-20,washington,criminal,Terry Trono Courtroom,Criminal Hearing,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
799-8-20,washington,criminal,Terry Trono Courtroom,Criminal Hearing,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
825-8-20,washington,criminal,Terry Trono Courtroom,Criminal Hearing,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
848-8-20,washington,criminal,Terry Trono Courtroom,Criminal Hearing,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
1396-12-20,washington,criminal,Terry Trono Courtroom,Criminal Hearing,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
892-6-19,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
879-6-19,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
1715-12-19,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
139-1-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
354-4-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
396-5-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
453-6-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
550-6-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
631-7-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
685-7-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
735-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
740-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
739-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
736-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
729-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
727-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
725-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
724-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
744-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
745-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
785-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
783-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
782-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
779-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
778-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
786-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
777-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
775-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
773-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
769-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
768-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
766-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
800-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
801-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
820-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
822-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
803-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
804-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
805-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
812-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
813-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
814-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
815-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
817-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
818-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
819-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
827-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
856-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
847-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
845-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
843-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
842-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
861-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
835-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
836-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
839-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
840-8-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
904-9-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
1341-12-20,washington,criminal,Terry Trono Courtroom,Pre Trial Conference,Monday,1,Mar,1:15,PM,255 North Main Street , Barre, 05641,Criminal Division
141-1-20,washington,criminal,Terry Trono Courtroom,Status Conference,Monday,1,Mar,1:30,PM,255 North Main Street , Barre, 05641,Criminal Division
50-1-20,washington,criminal,Terry Trono Courtroom,Status Conference,Monday,1,Mar,1:45,PM,255 North Main Street , Barre, 05641,Criminal Division
704-6-18,washington,criminal,Terry Trono Courtroom,VOP Merits Hearing,Monday,1,Mar,3:30,PM,255 North Main Street , Barre, 05641,Criminal Division
420-5-20,washington,criminal,Terry Trono Courtroom,Criminal Hearing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
495-6-20,washington,criminal,Terry Trono Courtroom,Criminal Hearing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
759-8-20,washington,criminal,Terry Trono Courtroom,Criminal Hearing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
787-8-20,washington,criminal,Terry Trono Courtroom,Criminal Hearing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
799-8-20,washington,criminal,Terry Trono Courtroom,Criminal Hearing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
848-8-20,washington,criminal,Terry Trono Courtroom,Criminal Hearing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
1396-12-20,washington,criminal,Terry Trono Courtroom,Criminal Hearing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
892-6-19,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
879-6-19,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
989-7-19,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
1219-8-19,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
1441-10-19,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
1715-12-19,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
104-1-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
139-1-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
354-4-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
396-5-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
453-6-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
550-6-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
631-7-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
685-7-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
735-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
740-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
739-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
736-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
729-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
727-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
725-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
724-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
744-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
745-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
785-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
783-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
782-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
779-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
778-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
786-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
777-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
775-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
773-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
769-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
768-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
766-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
800-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
801-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
820-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
822-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
803-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
804-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
805-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
812-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
813-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
814-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
815-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
817-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
818-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
819-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
827-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
856-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
847-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
845-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
843-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
842-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
861-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
835-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
836-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
839-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
840-8-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
984-9-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
1341-12-20,washington,criminal,Terry Trono Courtroom,Jury Drawing,Wednesday,3,Mar,8:15,AM,255 North Main Street , Barre, 05641,Criminal Division
980-9-20,washington,criminal,Terry Trono Courtroom,Status Conference,Friday,5,Mar,1:30,PM,255 North Main Street , Barre, 05641,Criminal Division
209-2-17,washington,criminal,Terry Trono Courtroom,Status Conference,Friday,5,Mar,1:45,PM,255 North Main Street , Barre, 05641,Criminal Division
1458-11-18,washington,criminal,Terry Trono Courtroom,Attorney Conference-Change of Plea,Tuesday,9,Mar,8:30,AM,255 North Main Street , Barre, 05641,Criminal Division
291-2-19,washington,criminal,Terry Trono Courtroom,Attorney Conference-Change of Plea,Tuesday,9,Mar,8:30,AM,255 North Main Street , Barre, 05641,Criminal Division
579-7-20,washington,criminal,Terry Trono Courtroom,Attorney Conference-Change of Plea,Tuesday,9,Mar,8:30,AM,255 North Main Street , Barre, 05641,Criminal Division
766-8-20,washington,criminal,Terry Trono Courtroom,Attorney Conference-Change of Plea,Tuesday,9,Mar,8:30,AM,255 North Main Street , Barre, 05641,Criminal Division
1045-10-20,washington,criminal,Terry Trono Courtroom,Attorney Conference-Change of Plea,Tuesday,9,Mar,8:30,AM,255 North Main Street , Barre, 05641,Criminal Division
1046-10-20,washington,criminal,Terry Trono Courtroom,Attorney Conference-Change of Plea,Tuesday,9,Mar,8:30,AM,255 North Main Street , Barre, 05641,Criminal Division
1057-10-20,washington,criminal,Terry Trono Courtroom,Attorney Conference-Change of Plea,Tuesday,9,Mar,8:30,AM,255 North Main Street , Barre, 05641,Criminal Division
1060-10-20,washington,criminal,Terry Trono Courtroom,Attorney Conference-Change of Plea,Tuesday,9,Mar,8:30,AM,255 North Main Street , Barre, 05641,Criminal Division
1088-10-20,washington,criminal,Terry Trono Courtroom,Attorney Conference-Change of Plea,Tuesday,9,Mar,8:30,AM,255 North Main Street , Barre, 05641,Criminal Division
