docket,county,subdivision,court_room,hearing_type,day_of_week,day,month,time,am_pm,street,city,zip_code,division
150-6-19,addison,small claims,Superior Court Courtroom 2,Contempt Hearing,Tuesday,16,Feb,9:00,AM,7 Mahady Court , Middlebury,05753,civil
239-11-19,addison,small claims,Superior Court Courtroom 2,Financial Disclosure Hearing,Tuesday,16,Feb,9:30,AM,7 Mahady Court , Middlebury,05753,civil
40-2-18,addison,civil,Superior Court Courtroom 2,Status Conference,Tuesday,16,Feb,10:45,AM,7 Mahady Court , Middlebury,05753,civil
72-4-20,addison,civil,Superior Court Courtroom 2,Motion Hearing,Tuesday,16,Feb,11:00,AM,7 Mahady Court , Middlebury,05753,civil
209-10-19,addison,civil,Superior Court Courtroom 2,Motion Hearing,Tuesday,16,Feb,2:00,PM,7 Mahady Court , Middlebury,05753,civil
219-10-19,addison,civil,Superior Court Courtroom 2,Status Conference,Tuesday,16,Feb,2:30,PM,7 Mahady Court , Middlebury,05753,civil
119-7-18,addison,civil,Superior Court Courtroom 2,Status Conference,Tuesday,16,Feb,2:45,PM,7 Mahady Court , Middlebury,05753,civil
204-11-18,addison,civil,Superior Court Courtroom 2,Status Conference,Tuesday,16,Feb,2:45,PM,7 Mahady Court , Middlebury,05753,civil
289-8-19,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,8,Feb,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
304-8-19,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,8,Feb,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
349-9-19,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,8,Feb,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
374-10-19,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,8,Feb,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
43-1-20,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,8,Feb,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
61-2-20,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,8,Feb,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
80-3-20,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,8,Feb,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
199-6-19,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,8,Feb,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
311-8-18,addison,criminal,Superior Court Courtroom 1,VOP Status Conference,Monday,8,Feb,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
224-8-20,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,8,Feb,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
237-8-20,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,8,Feb,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
369-9-18,addison,criminal,Superior Court Courtroom 1,Confidential Hearing,Monday,8,Feb,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
41-1-19,addison,criminal,Superior Court Courtroom 1,Confidential Hearing,Monday,8,Feb,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
78-2-19,addison,criminal,Superior Court Courtroom 1,Confidential Hearing,Monday,8,Feb,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
173-5-18,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,8,Feb,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
442-12-19,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,8,Feb,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
89-3-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,8,Feb,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
113-4-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,8,Feb,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
114-4-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,8,Feb,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
132-4-16,addison,criminal,Superior Court Courtroom 1,Status Conference/Change of Plea,Monday,8,Feb,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
163-5-16,addison,criminal,Superior Court Courtroom 1,Status Conference/Change of Plea,Monday,8,Feb,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
354-9-16,addison,criminal,Superior Court Courtroom 1,Status Conference/Change of Plea,Monday,8,Feb,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
225-6-19,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,8,Feb,1:30,PM,7 Mahady Court , Middlebury,05753,criminal
42-1-20,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,8,Feb,1:30,PM,7 Mahady Court , Middlebury,05753,criminal
224-6-18,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,8,Feb,1:30,PM,7 Mahady Court , Middlebury,05753,criminal
267-7-18,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,8,Feb,1:30,PM,7 Mahady Court , Middlebury,05753,criminal
276-7-19,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,8,Feb,1:30,PM,7 Mahady Court , Middlebury,05753,criminal
394-10-19,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,8,Feb,1:30,PM,7 Mahady Court , Middlebury,05753,criminal
395-10-19,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,8,Feb,1:30,PM,7 Mahady Court , Middlebury,05753,criminal
107-4-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,8,Feb,1:30,PM,7 Mahady Court , Middlebury,05753,criminal
213-5-14,addison,criminal,Superior Court Courtroom 1,VOP Status Conference,Monday,8,Feb,1:30,PM,7 Mahady Court , Middlebury,05753,criminal
316-8-18,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,8,Feb,2:30,PM,7 Mahady Court , Middlebury,05753,criminal
284-6-15,addison,criminal,Superior Court Courtroom 1,VOP Sentencing Hearing,Monday,8,Feb,3:00,PM,7 Mahady Court , Middlebury,05753,criminal
283-6-15,addison,criminal,Superior Court Courtroom 1,VOP Sentencing Hearing,Monday,8,Feb,3:00,PM,7 Mahady Court , Middlebury,05753,criminal
377-10-19,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,22,Feb,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
329-5-13,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,22,Feb,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
431-6-13,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,22,Feb,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
185-4-17,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,22,Feb,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
790-12-13,addison,criminal,Superior Court Courtroom 1,VOP Change Of Plea Hearing,Monday,22,Feb,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
149-4-17,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,22,Feb,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
32-1-19,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,22,Feb,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
55-2-19,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,22,Feb,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
156-5-20,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,22,Feb,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
126-4-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,22,Feb,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
158-5-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,22,Feb,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
223-8-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,22,Feb,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
225-8-20,addison,criminal,Superior Court Courtroom 1,Status Conference/Change of Plea,Monday,22,Feb,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
245-8-20,addison,criminal,Superior Court Courtroom 1,Status Conference/Change of Plea,Monday,22,Feb,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
34-1-19,addison,criminal,Superior Court Courtroom 1,VOP Status Conference,Monday,22,Feb,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
473-11-18,addison,criminal,Superior Court Courtroom 1,Confidential Hearing,Monday,22,Feb,11:00,AM,7 Mahady Court , Middlebury,05753,criminal
195-6-19,addison,criminal,Superior Court Courtroom 1,Pre Trial Conference,Monday,22,Feb,1:30,PM,7 Mahady Court , Middlebury,05753,criminal
21-7-20,addison,civil suspension,Superior Court Courtroom 1,Pre Trial Conference,Monday,22,Feb,1:30,PM,7 Mahady Court , Middlebury,05753,criminal
223-6-19,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,22,Feb,1:30,PM,7 Mahady Court , Middlebury,05753,criminal
233-7-19,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,22,Feb,1:30,PM,7 Mahady Court , Middlebury,05753,criminal
242-8-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,22,Feb,1:30,PM,7 Mahady Court , Middlebury,05753,criminal
243-8-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,22,Feb,1:30,PM,7 Mahady Court , Middlebury,05753,criminal
500-12-18,addison,criminal,Superior Court Courtroom 1,State of Vermont v.,Monday,22,Feb,02:00,PM,7 Mahady Court , Middlebury,05753,criminal
33-6-18,addison,civil suspension,Superior Court Courtroom 1,Change of Plea Hearing,Monday,22,Feb,3:00,PM,7 Mahady Court , Middlebury,05753,criminal
268-7-18,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,22,Feb,3:00,PM,7 Mahady Court , Middlebury,05753,criminal
422-10-18,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,22,Feb,3:00,PM,7 Mahady Court , Middlebury,05753,criminal
222-6-19,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,1,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
279-7-19,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,1,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
329-9-19,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,1,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
418-11-19,addison,criminal,Superior Court Courtroom 1,Status Conference/Final Uncontested Hearing,Monday,1,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
499-12-18,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,1,Mar,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
435-12-19,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,1,Mar,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
17-1-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,1,Mar,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
167-6-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,1,Mar,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
188-7-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,1,Mar,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
432-11-19,addison,criminal,Superior Court Courtroom 1,Status Conference/Change of Plea,Monday,1,Mar,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
285-7-16,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,1,Mar,1:30,PM,7 Mahady Court , Middlebury,05753,criminal
408-11-19,addison,criminal,Superior Court Courtroom 1,Status Conference/Change of Plea,Monday,1,Mar,1:30,PM,7 Mahady Court , Middlebury,05753,criminal
177-6-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,8,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
203-6-19,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,8,Mar,11:00,AM,7 Mahady Court , Middlebury,05753,criminal
35-1-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,8,Mar,11:00,AM,7 Mahady Court , Middlebury,05753,criminal
172-6-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,8,Mar,1:30,PM,7 Mahady Court , Middlebury,05753,criminal
130-4-20,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,15,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
21-1-19,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,15,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
241-8-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,15,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
51-2-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,15,Mar,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
145-5-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,15,Mar,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
123-4-20,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,15,Mar,1:30,PM,7 Mahady Court , Middlebury,05753,criminal
406-9-17,addison,criminal,Superior Court Courtroom 1,VOP Change Of Plea Hearing,Monday,15,Mar,1:30,PM,7 Mahady Court , Middlebury,05753,criminal
352-9-19,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,22,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
57-2-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,22,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,criminal
132-4-20,addison,criminal,Superior Court Courtroom 1,Competency Hearing,Monday,29,Mar,10:00,AM,7 Mahady Court , Middlebury,05753,criminal
103-10-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,2,Feb,9:00,AM,7 Mahady Court , Middlebury,05753,family
104-10-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,2,Feb,9:00,AM,7 Mahady Court , Middlebury,05753,family
105-10-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,2,Feb,9:00,AM,7 Mahady Court , Middlebury,05753,family
106-10-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,2,Feb,9:00,AM,7 Mahady Court , Middlebury,05753,family
22-6-20,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,2,Feb,9:30,AM,7 Mahady Court , Middlebury,05753,family
112-12-18,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,2,Feb,10:30,AM,7 Mahady Court , Middlebury,05753,family
82-9-18,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,2,Feb,11:00,AM,7 Mahady Court , Middlebury,05753,family
82-8-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,2,Feb,11:30,AM,7 Mahady Court , Middlebury,05753,family
83-8-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,2,Feb,11:30,AM,7 Mahady Court , Middlebury,05753,family
84-8-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,2,Feb,11:30,AM,7 Mahady Court , Middlebury,05753,family
15-2-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,2,Feb,2:30,PM,7 Mahady Court , Middlebury,05753,family
46-4-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,2,Feb,3:00,PM,7 Mahady Court , Middlebury,05753,family
79-7-20,addison,domestic,Superior Court Courtroom 2,Uncontested Dissolution Hearing,Wednesday,3,Feb,1:30,PM,7 Mahady Court , Middlebury,05753,family
28-2-20,addison,domestic,Superior Court Courtroom 2,Parent-Child Contact Review Hearing,Wednesday,3,Feb,1:45,PM,7 Mahady Court , Middlebury,05753,family
117-7-17,addison,domestic,Case Manager Conference Room,Case Management Conference Call,Thursday,4,Feb,9:00,AM,7 Mahady Court , Middlebury,05753,family
82-8-20,addison,domestic,Case Manager Conference Room,Case Management Conference Call,Thursday,4,Feb,1:00,PM,7 Mahady Court , Middlebury,05753,family
44-3-20,addison,domestic,Case Manager Conference Room,Case Management Conference Call,Thursday,4,Feb,2:00,PM,7 Mahady Court , Middlebury,05753,family
102-10-19,addison,juvenile,Superior Court Courtroom 2,Juvenile Confidential Hearing,Thursday,4,Feb,9:00,AM,7 Mahady Court , Middlebury,05753,family
106-5-09,addison,domestic,Superior Court Courtroom 2,Magistrate Child Support Review Hearing,Thursday,4,Feb,10:00,AM,7 Mahady Court , Middlebury,05753,family
83-4-09,addison,domestic,Superior Court Courtroom 2,Magistrate Child Support Modification Hearing,Thursday,4,Feb,11:00,AM,7 Mahady Court , Middlebury,05753,family
68-6-20,addison,domestic,Superior Court Courtroom 1,Pre Trial Conference,Thursday,4,Feb,9:00,AM,7 Mahady Court , Middlebury,05753,family
97-6-19,addison,domestic,Superior Court Courtroom 1,Parent-Child Contact Review Hearing,Thursday,4,Feb,9:45,AM,7 Mahady Court , Middlebury,05753,family
171-11-19,addison,domestic,Superior Court Courtroom 1,Motion Hearing,Thursday,4,Feb,10:30,AM,7 Mahady Court , Middlebury,05753,family
138-7-09,addison,domestic,Superior Court Courtroom 1,Contempt Hearing,Thursday,4,Feb,11:00,AM,7 Mahady Court , Middlebury,05753,family
89-6-19,addison,domestic,Superior Court Courtroom 1,Parent-Child Contact Modification,Friday,5,Feb,1:30,PM,7 Mahady Court , Middlebury,05753,family
89-8-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,9,Feb,9:30,AM,7 Mahady Court , Middlebury,05753,family
88-8-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,9,Feb,9:30,AM,7 Mahady Court , Middlebury,05753,family
87-8-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,9,Feb,9:30,AM,7 Mahady Court , Middlebury,05753,family
53-5-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,9,Feb,10:00,AM,7 Mahady Court , Middlebury,05753,family
70-8-17,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,9,Feb,10:30,AM,7 Mahady Court , Middlebury,05753,family
59-6-18,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,9,Feb,1:30,PM,7 Mahady Court , Middlebury,05753,family
29-8-20,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,9,Feb,3:00,PM,7 Mahady Court , Middlebury,05753,family
189-9-05,addison,domestic,Superior Court Courtroom 2,Parental Rights & Responsibilities Modification He,Wednesday,10,Feb,1:30,PM,7 Mahady Court , Middlebury,05753,family
121-6-12,addison,domestic,Case Manager Conference Room,Case Management Conference,Thursday,11,Feb,9:00,AM,7 Mahady Court , Middlebury,05753,family
64-6-20,addison,domestic,Case Manager Conference Room,Case Management Conference,Thursday,11,Feb,10:00,AM,7 Mahady Court , Middlebury,05753,family
111-6-12,addison,domestic,Superior Court Courtroom 1,Parent-Child Contact Modification,Thursday,11,Feb,9:00,AM,7 Mahady Court , Middlebury,05753,family
132-9-15,addison,domestic,Superior Court Courtroom 1,Parent-Child Contact Modification,Thursday,11,Feb,10:00,AM,7 Mahady Court , Middlebury,05753,family
188-12-19,addison,domestic,Superior Court Courtroom 1,Status Conference,Thursday,11,Feb,11:00,AM,7 Mahady Court , Middlebury,05753,family
53-4-20,addison,domestic,Superior Court Courtroom 1,Uncontested Dissolution Hearing,Thursday,11,Feb,11:30,AM,7 Mahady Court , Middlebury,05753,family
14-3-20,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,16,Feb,9:00,AM,7 Mahady Court , Middlebury,05753,family
126-12-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,16,Feb,10:00,AM,7 Mahady Court , Middlebury,05753,family
37-4-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,16,Feb,10:30,AM,7 Mahady Court , Middlebury,05753,family
112-10-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,16,Feb,11:00,AM,7 Mahady Court , Middlebury,05753,family
60-7-18,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,16,Feb,1:00,PM,7 Mahady Court , Middlebury,05753,family
70-6-20,addison,domestic,Superior Court Courtroom 2,Status Conference,Wednesday,17,Feb,11:00,AM,7 Mahady Court , Middlebury,05753,family
120-8-19,addison,domestic,Superior Court Courtroom 2,Pre Trial Conference,Wednesday,17,Feb,11:15,AM,7 Mahady Court , Middlebury,05753,family
52-3-16,addison,domestic,Case Manager Conference Room,Case Management Conference,Thursday,18,Feb,9:00,AM,7 Mahady Court , Middlebury,05753,family
12-1-20,addison,domestic,Case Manager Conference Room,Case Management Conference,Thursday,18,Feb,9:00,AM,7 Mahady Court , Middlebury,05753,family
64-6-20,addison,domestic,Superior Court Courtroom 1,Contested Dissolution Hearing,Thursday,18,Feb,9:00,AM,7 Mahady Court , Middlebury,05753,family
224-12-08,addison,domestic,Superior Court Courtroom 1,Parent-Child Contact Review Hearing,Thursday,18,Feb,11:00,AM,7 Mahady Court , Middlebury,05753,family
90-6-18,addison,domestic,Superior Court Courtroom 2,Motion Hearing,Wednesday,24,Feb,1:30,PM,7 Mahady Court , Middlebury,05753,family
25-2-20,addison,domestic,Superior Court Courtroom 2,Uncontested Dissolution Hearing,Wednesday,24,Feb,2:30,PM,7 Mahady Court , Middlebury,05753,family
173-12-18,addison,domestic,Case Manager Conference Room,Case Management Conference,Thursday,25,Feb,11:00,AM,7 Mahady Court , Middlebury,05753,family
28-2-20,addison,domestic,Case Manager Conference Room,Case Management Conference,Thursday,25,Feb,1:00,PM,7 Mahady Court , Middlebury,05753,family
204-11-14,addison,domestic,Superior Court Courtroom 2,Magistrate Child Support Modification Hearing,Thursday,25,Feb,9:00,AM,7 Mahady Court , Middlebury,05753,family
80-8-20,addison,domestic,Superior Court Courtroom 2,Magistrate Child Support Establishment Hearing,Thursday,25,Feb,1:30,PM,7 Mahady Court , Middlebury,05753,family
82-8-20,addison,domestic,Superior Court Courtroom 2,Uncontested Dissolution Hearing,Wednesday,3,Mar,11:00,AM,7 Mahady Court , Middlebury,05753,family
166-11-19,addison,domestic,Superior Court Courtroom 2,Parent-Child Contact Review Hearing,Wednesday,3,Mar,1:30,PM,7 Mahady Court , Middlebury,05753,family
154-8-12,addison,domestic,Superior Court Courtroom 2,Motion Hearing,Wednesday,3,Mar,2:30,PM,7 Mahady Court , Middlebury,05753,family
213-10-11,addison,domestic,Case Manager Conference Room,Case Management Conference,Thursday,4,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,family
194-12-19,addison,domestic,Superior Court Courtroom 1,Status Conference,Thursday,4,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,family
24-7-20,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,9,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,family
11-3-20,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,9,Mar,1:30,PM,7 Mahady Court , Middlebury,05753,family
12-3-20,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,9,Mar,1:30,PM,7 Mahady Court , Middlebury,05753,family
40-4-18,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,9,Mar,2:00,PM,7 Mahady Court , Middlebury,05753,family
72-7-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,9,Mar,2:30,PM,7 Mahady Court , Middlebury,05753,family
22-3-18,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,9,Mar,3:00,PM,7 Mahady Court , Middlebury,05753,family
146-9-19,addison,domestic,Superior Court Courtroom 2,Pre Trial Conference,Wednesday,10,Mar,11:00,AM,7 Mahady Court , Middlebury,05753,family
148-9-04,addison,domestic,Superior Court Courtroom 2,Parental Rights & Responsibilities Modification He,Wednesday,10,Mar,1:30,PM,7 Mahady Court , Middlebury,05753,family
13-3-20,addison,juvenile,Case Manager Conference Room,Juvenile Confidential Hearing,Thursday,11,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,family
32-2-20,addison,domestic,Superior Court Courtroom 1,Contested Dissolution Hearing,Thursday,11,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,family
13-3-20,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,16,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,family
34-4-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,16,Mar,9:30,AM,7 Mahady Court , Middlebury,05753,family
35-4-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,16,Mar,9:30,AM,7 Mahady Court , Middlebury,05753,family
36-4-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,16,Mar,9:30,AM,7 Mahady Court , Middlebury,05753,family
76-9-17,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,16,Mar,10:00,AM,7 Mahady Court , Middlebury,05753,family
77-9-17,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,16,Mar,10:00,AM,7 Mahady Court , Middlebury,05753,family
78-9-17,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,16,Mar,10:00,AM,7 Mahady Court , Middlebury,05753,family
30-8-20,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,16,Mar,10:30,AM,7 Mahady Court , Middlebury,05753,family
87-10-14,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,16,Mar,11:30,AM,7 Mahady Court , Middlebury,05753,family
15-1-05,addison,domestic,Superior Court Courtroom 2,Status Conference,Wednesday,17,Mar,11:00,AM,7 Mahady Court , Middlebury,05753,family
45-3-17,addison,domestic,Superior Court Courtroom 2,Status Conference,Wednesday,17,Mar,11:30,AM,7 Mahady Court , Middlebury,05753,family
175-12-18,addison,domestic,Superior Court Courtroom 2,Parental Rights & Responsibilities Modification He,Wednesday,17,Mar,1:30,PM,7 Mahady Court , Middlebury,05753,family
40-3-16,addison,domestic,Case Manager Conference Room,Case Management Conference,Thursday,18,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,family
15-3-20,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,23,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,family
38-4-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,23,Mar,11:30,AM,7 Mahady Court , Middlebury,05753,family
39-4-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,23,Mar,11:30,AM,7 Mahady Court , Middlebury,05753,family
40-4-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,23,Mar,11:30,AM,7 Mahady Court , Middlebury,05753,family
131-7-14,addison,domestic,Case Manager Conference Room,Case Management Conference,Thursday,25,Mar,9:00,AM,7 Mahady Court , Middlebury,05753,family
147-9-19,addison,domestic,Case Manager Conference Room,Case Management Conference,Thursday,25,Mar,2:00,PM,7 Mahady Court , Middlebury,05753,family
